temps (s);temps (ms);temps;ACTU;MILIEU;LASER; courant = 0.647A; tension = -0.336
31.323;31323;44692;20.98;22.83;23.18;;
31.326;31326;44695;20.98;22.83;23.09;;
31.33;31330;44699;20.98;22.83;23.18;;
31.333;31333;44702;20.98;22.83;23.09;;
31.336;31336;44705;20.98;22.83;23.18;;
31.339;31339;44708;20.98;22.83;23.09;;
31.342;31342;44711;20.98;22.92;23.09;;
31.346;31346;44715;20.98;22.83;23.18;;
31.35;31350;44719;20.98;22.92;23.09;;
31.353;31353;44722;20.98;22.83;23.18;;
31.356;31356;44725;20.89;22.83;23.09;;
31.359;31359;44728;20.98;22.92;23.18;;
31.362;31362;44731;20.98;22.83;23.09;;
31.365;31365;44734;20.98;22.83;23.09;;
31.368;31368;44737;20.98;22.92;23.18;;
31.371;31371;44740;20.98;22.83;23.09;;
31.375;31375;44744;20.98;22.83;23.18;;
31.378;31378;44747;20.98;22.83;23.18;;
31.381;31381;44750;20.98;22.83;23.18;;
31.384;31384;44753;20.89;22.92;23.18;;
31.387;31387;44756;20.89;22.83;23.09;;
31.391;31391;44760;20.98;22.92;23.09;;
31.395;31395;44764;20.98;22.83;23.09;;
31.398;31398;44767;20.98;22.83;23.18;;
31.401;31401;44770;20.98;22.83;23.18;;
31.404;31404;44773;20.98;22.83;23.09;;
31.407;31407;44776;20.89;22.83;23.09;;
31.41;31410;44779;20.98;22.83;23.09;;
31.413;31413;44782;20.98;22.83;23.18;;
31.417;31417;44786;20.98;22.83;23.09;;
31.42;31420;44789;20.98;22.83;23.18;;
31.423;31423;44792;20.98;22.83;23.09;;
31.426;31426;44795;20.98;22.92;23.09;;
31.429;31429;44798;20.98;22.83;23.09;;
31.433;31433;44802;20.89;22.92;23.09;;
31.436;31436;44805;20.98;22.92;23.18;;
31.44;31440;44809;20.98;22.83;23.09;;
31.443;31443;44812;20.89;22.83;23.09;;
31.446;31446;44815;20.89;22.83;23.09;;
31.449;31449;44818;20.98;22.83;23.18;;
31.452;31452;44821;20.89;22.83;23.18;;
31.455;31455;44824;20.98;22.83;23.09;;
31.458;31458;44827;20.98;22.83;23.18;;
31.462;31462;44831;20.89;22.83;23.09;;
31.465;31465;44834;20.98;22.83;23.18;;
31.468;31468;44837;20.98;22.83;23.09;;
31.471;31471;44840;20.98;22.83;23.18;;
31.475;31475;44844;20.98;22.83;23.09;;
31.478;31478;44847;20.89;22.83;23.18;;
31.481;31481;44850;20.98;22.83;23.09;;
31.485;31485;44854;20.89;22.83;23.09;;
31.488;31488;44857;20.98;22.83;23.09;;
31.491;31491;44860;20.98;22.83;23.18;;
31.494;31494;44863;20.89;22.83;23.09;;
31.497;31497;44866;20.89;22.83;23.18;;
31.5;31500;44869;20.98;22.83;23.09;;
31.503;31503;44872;20.98;22.83;23.18;;
31.507;31507;44876;20.89;22.83;23.09;;
31.51;31510;44879;20.98;22.83;23.09;;
31.513;31513;44882;20.98;22.83;23.09;;
31.517;31517;44886;20.98;22.83;23.18;;
31.52;31520;44889;20.98;22.83;23.09;;
31.523;31523;44892;20.98;22.83;23.18;;
31.526;31526;44895;20.98;22.83;23.09;;
31.53;31530;44899;20.89;22.83;23.09;;
31.533;31533;44902;20.98;22.92;23.09;;
31.536;31536;44905;20.89;22.83;23.09;;
31.539;31539;44908;20.89;22.83;23.09;;
31.542;31542;44911;20.89;22.83;23.18;;
31.545;31545;44914;20.98;22.83;23.09;;
31.548;31548;44917;20.98;22.83;23.18;;
31.552;31552;44921;20.89;22.83;23.09;;
31.555;31555;44924;20.98;22.83;23.09;;
31.559;31559;44928;20.89;22.83;23.18;;
31.562;31562;44931;20.98;22.83;23.09;;
31.565;31565;44934;20.89;22.83;23.09;;
31.568;31568;44937;20.98;22.83;23.18;;
31.571;31571;44940;20.98;22.83;23.09;;
31.575;31575;44944;20.98;22.83;23.18;;
31.578;31578;44947;20.98;22.83;23.18;;
31.581;31581;44950;20.98;22.83;23.09;;
31.584;31584;44953;20.89;22.83;23.18;;
31.587;31587;44956;20.98;22.83;23.09;;
31.59;31590;44959;20.98;22.83;23.18;;
31.593;31593;44962;20.98;22.83;23.09;;
31.597;31597;44966;20.89;22.83;23.09;;
31.6;31600;44969;20.89;22.83;23.09;;
31.604;31604;44973;20.89;22.83;23.09;;
31.607;31607;44976;20.98;22.83;23.09;;
31.61;31610;44979;20.98;22.83;23.18;;
31.613;31613;44982;20.98;22.83;23.09;;
31.616;31616;44985;20.89;22.83;23.18;;
31.62;31620;44989;20.98;22.83;23.18;;
31.623;31623;44992;20.98;22.83;23.18;;
31.626;31626;44995;20.98;22.83;23.09;;
31.629;31629;44998;20.98;22.83;23.18;;
31.632;31632;45001;20.98;22.83;23.18;;
31.635;31635;45004;20.89;22.83;23.18;;
31.638;31638;45007;20.98;22.83;23.18;;
31.642;31642;45011;20.98;22.83;23.18;;
31.646;31646;45015;20.98;22.83;23.09;;
31.649;31649;45018;20.98;22.83;23.18;;
31.652;31652;45021;20.98;22.83;23.18;;
31.655;31655;45024;20.98;22.83;23.09;;
31.658;31658;45027;20.98;22.83;23.18;;
31.662;31662;45031;20.89;22.83;23.18;;
31.665;31665;45034;20.98;22.92;23.09;;
31.668;31668;45037;20.98;22.83;23.18;;
31.671;31671;45040;20.98;22.83;23.09;;
31.674;31674;45043;20.89;22.83;23.18;;
31.677;31677;45046;20.89;22.83;23.09;;
31.68;31680;45049;20.98;22.83;23.09;;
31.683;31683;45052;20.98;22.83;23.09;;
31.688;31688;45057;20.98;22.83;23.18;;
31.691;31691;45060;20.98;22.83;23.09;;
31.694;31694;45063;20.98;22.83;23.18;;
31.697;31697;45066;20.98;22.83;23.09;;
31.7;31700;45069;20.98;22.83;23.09;;
31.703;31703;45072;20.98;22.83;23.18;;
31.707;31707;45076;20.89;22.83;23.09;;
31.71;31710;45079;20.98;22.92;23.09;;
31.713;31713;45082;20.98;22.83;23.09;;
31.716;31716;45085;20.98;22.83;23.09;;
31.719;31719;45088;20.89;22.83;23.09;;
31.722;31722;45091;20.98;22.83;23.18;;
31.725;31725;45094;20.98;22.83;23.18;;
31.728;31728;45097;20.89;22.83;23.18;;
31.733;31733;45102;20.98;22.83;23.18;;
31.736;31736;45105;20.89;22.83;23.18;;
31.739;31739;45108;20.98;22.92;23.09;;
31.742;31742;45111;20.98;22.83;23.09;;
31.745;31745;45114;20.98;22.83;23.09;;
31.748;31748;45117;20.89;22.83;23.09;;
31.752;31752;45121;20.98;22.83;23.09;;
31.755;31755;45124;20.98;22.83;23.18;;
31.758;31758;45127;20.98;22.83;23.09;;
31.761;31761;45130;20.98;22.83;23.09;;
31.764;31764;45133;20.98;22.83;23.09;;
31.767;31767;45136;20.89;22.83;23.09;;
31.77;31770;45139;20.89;22.83;23.09;;
31.775;31775;45144;20.89;22.83;23.18;;
31.778;31778;45147;20.98;22.83;23.09;;
31.781;31781;45150;20.98;22.83;23.18;;
31.784;31784;45153;20.98;22.83;23.18;;
31.787;31787;45156;20.89;22.83;23.18;;
31.79;31790;45159;20.98;22.92;23.09;;
31.793;31793;45162;20.89;22.83;23.18;;
31.797;31797;45166;20.98;22.83;23.09;;
31.8;31800;45169;20.89;22.83;23.09;;
31.803;31803;45172;20.98;22.83;23.09;;
31.806;31806;45175;20.98;22.83;23.18;;
31.809;31809;45178;20.89;22.83;23.09;;
31.812;31812;45181;20.98;22.92;23.18;;
31.816;31816;45185;20.89;22.83;23.09;;
31.82;31820;45189;20.98;22.83;23.18;;
31.823;31823;45192;20.98;22.83;23.09;;
31.826;31826;45195;20.89;22.83;23.18;;
31.829;31829;45198;20.98;22.83;23.09;;
31.832;31832;45201;20.98;22.83;23.09;;
31.835;31835;45204;20.98;22.92;23.18;;
31.838;31838;45207;20.98;22.83;23.09;;
31.842;31842;45211;20.98;22.83;23.18;;
31.845;31845;45214;20.98;22.83;23.09;;
31.848;31848;45217;20.98;22.83;23.09;;
31.851;31851;45220;20.89;22.83;23.18;;
31.854;31854;45223;20.89;22.83;23.09;;
31.858;31858;45227;20.98;22.83;23.18;;
31.861;31861;45230;20.89;22.83;23.09;;
31.865;31865;45234;20.98;22.83;23.18;;
31.868;31868;45237;20.98;22.83;23.09;;
31.871;31871;45240;20.98;22.83;23.18;;
31.874;31874;45243;20.89;22.83;23.09;;
31.877;31877;45246;20.98;22.83;23.18;;
31.88;31880;45249;20.98;22.92;23.09;;
31.883;31883;45252;20.89;22.83;23.09;;
31.887;31887;45256;20.89;22.83;23.18;;
31.89;31890;45259;20.98;22.83;23.09;;
31.893;31893;45262;20.89;22.92;23.09;;
31.896;31896;45265;20.98;22.83;23.09;;
31.899;31899;45268;20.98;22.83;23.09;;
31.903;31903;45272;20.98;22.83;23.09;;
31.906;31906;45275;20.89;22.83;23.18;;
31.91;31910;45279;20.89;22.83;23.18;;
31.913;31913;45282;20.89;22.83;23.18;;
31.916;31916;45285;20.98;22.83;23.09;;
31.919;31919;45288;20.98;22.83;23.18;;
31.922;31922;45291;20.98;22.83;23.18;;
31.925;31925;45294;20.98;22.83;23.09;;
31.928;31928;45297;20.98;22.83;23.18;;
31.932;31932;45301;20.89;22.83;23.18;;
31.935;31935;45304;20.89;22.83;23.18;;
31.938;31938;45307;20.98;22.83;23.18;;
31.941;31941;45310;20.98;22.83;23.18;;
31.945;31945;45314;20.98;22.83;23.09;;
31.948;31948;45317;20.98;22.83;23.18;;
31.952;31952;45321;20.98;22.83;23.09;;
31.955;31955;45324;20.98;22.83;23.18;;
31.958;31958;45327;20.98;22.83;23.09;;
31.961;31961;45330;20.98;22.92;23.18;;
31.964;31964;45333;20.98;22.83;23.09;;
31.967;31967;45336;20.98;22.83;23.18;;
31.97;31970;45339;20.98;22.92;23.09;;
31.973;31973;45342;20.89;22.83;23.18;;
31.977;31977;45346;20.98;22.83;23.09;;
31.98;31980;45349;20.89;22.83;23.09;;
31.983;31983;45352;20.89;22.83;23.18;;
31.987;31987;45356;20.89;22.83;23.09;;
31.99;31990;45359;20.98;22.83;23.18;;
31.993;31993;45362;20.89;22.83;23.18;;
31.997;31997;45366;20.98;22.83;23.09;;
32;32000;45369;20.98;22.83;23.09;;
32.003;32003;45372;20.89;22.83;23.09;;
32.006;32006;45375;20.98;22.83;23.18;;
32.009;32009;45378;20.98;22.83;23.09;;
32.012;32012;45381;20.89;22.83;23.09;;
32.015;32015;45384;20.89;22.83;23.09;;
32.018;32018;45387;20.98;22.83;23.18;;
32.022;32022;45391;20.89;22.83;23.09;;
32.025;32025;45394;20.98;22.83;23.09;;
32.029;32029;45398;20.89;22.83;23.18;;
32.032;32032;45401;20.89;22.83;23.09;;
32.035;32035;45404;20.98;22.83;23.09;;
32.038;32038;45407;20.98;22.92;23.09;;
32.042;32042;45411;20.98;22.83;23.09;;
32.045;32045;45414;20.98;22.83;23.09;;
32.048;32048;45417;20.98;22.83;23.18;;
32.051;32051;45420;20.89;22.83;23.09;;
32.054;32054;45423;20.98;22.83;23.09;;
32.057;32057;45426;20.89;22.83;23.09;;
32.06;32060;45429;20.98;22.83;23.09;;
32.063;32063;45432;20.98;22.83;23.09;;
32.067;32067;45436;20.89;22.83;23.09;;
32.071;32071;45440;20.89;22.83;23.18;;
32.074;32074;45443;20.98;22.83;23.18;;
32.077;32077;45446;20.89;22.83;23.09;;
32.08;32080;45449;20.89;22.83;23.09;;
32.083;32083;45452;20.89;22.83;23.09;;
32.087;32087;45456;20.98;22.83;23.09;;
32.09;32090;45459;20.89;22.83;23.09;;
32.093;32093;45462;20.98;22.83;23.18;;
32.096;32096;45465;20.98;22.83;23.09;;
32.099;32099;45468;20.89;22.83;23.09;;
32.102;32102;45471;20.89;22.83;23.09;;
32.105;32105;45474;20.89;22.83;23.09;;
32.108;32108;45477;20.98;22.83;23.18;;
32.112;32112;45481;20.89;22.83;23.09;;
32.116;32116;45485;20.89;22.83;23.18;;
32.119;32119;45488;20.89;22.83;23.09;;
32.122;32122;45491;20.98;22.83;23.09;;
32.125;32125;45494;20.98;22.83;23.09;;
32.128;32128;45497;20.98;22.83;23.18;;
32.132;32132;45501;20.98;22.83;23.09;;
32.135;32135;45504;20.98;22.83;23.18;;
32.138;32138;45507;20.98;22.83;23.09;;
32.141;32141;45510;20.89;22.83;23.09;;
32.144;32144;45513;20.98;22.83;23.09;;
32.147;32147;45516;20.89;22.83;23.09;;
32.15;32150;45519;20.98;22.83;23.09;;
32.153;32153;45522;20.98;22.83;23.18;;
32.158;32158;45527;20.98;22.83;23.09;;
32.161;32161;45530;20.89;22.83;23.09;;
32.164;32164;45533;20.89;22.83;23.09;;
32.167;32167;45536;20.89;22.83;23.09;;
32.17;32170;45539;20.89;22.83;23.09;;
32.173;32173;45542;20.98;22.83;23.18;;
32.177;32177;45546;20.89;22.83;23.09;;
32.18;32180;45549;20.98;22.83;23.18;;
32.183;32183;45552;20.98;22.83;23.09;;
32.186;32186;45555;20.89;22.83;23.18;;
32.189;32189;45558;20.98;22.83;23.09;;
32.192;32192;45561;20.89;22.83;23.09;;
32.195;32195;45564;20.98;22.83;23.09;;
32.2;32200;45569;20.89;22.83;23.18;;
32.203;32203;45572;20.89;22.83;23.09;;
32.206;32206;45575;20.89;22.83;23.09;;
32.209;32209;45578;20.89;22.83;23.09;;
32.212;32212;45581;20.98;22.83;23.09;;
32.215;32215;45584;20.89;22.83;23.09;;
32.218;32218;45587;20.89;22.83;23.18;;
32.222;32222;45591;20.98;22.83;23.09;;
32.225;32225;45594;20.89;22.83;23.09;;
32.228;32228;45597;20.89;22.83;23.09;;
32.231;32231;45600;20.89;22.83;23.09;;
32.234;32234;45603;20.89;22.83;23.18;;
32.237;32237;45606;20.89;22.83;23.09;;
32.24;32240;45609;20.89;22.83;23.09;;
32.245;32245;45614;20.89;22.83;23.09;;
32.248;32248;45617;20.89;22.83;23.09;;
32.251;32251;45620;20.89;22.83;23.09;;
32.254;32254;45623;20.89;22.83;23.09;;
32.257;32257;45626;20.98;22.83;23.18;;
32.26;32260;45629;20.89;22.83;23.09;;
32.263;32263;45632;20.89;22.83;23.18;;
32.267;32267;45636;20.89;22.83;23.09;;
32.27;32270;45639;20.89;22.83;23.09;;
32.273;32273;45642;20.98;22.83;23.09;;
32.276;32276;45645;20.98;22.83;23.09;;
32.279;32279;45648;20.98;22.83;23.09;;
32.282;32282;45651;20.98;22.83;23.09;;
32.286;32286;45655;20.98;22.83;23.18;;
32.29;32290;45659;20.98;22.83;23.09;;
32.293;32293;45662;20.98;22.83;23.09;;
32.296;32296;45665;20.89;22.83;23.09;;
32.299;32299;45668;20.89;22.83;23.09;;
32.302;32302;45671;20.89;22.83;23.09;;
32.305;32305;45674;20.98;22.83;23.09;;
32.308;32308;45677;20.98;22.83;23.09;;
32.312;32312;45681;20.89;22.83;23.09;;
32.315;32315;45684;20.89;22.83;23.09;;
32.318;32318;45687;20.89;22.83;23.09;;
32.321;32321;45690;20.89;22.83;23.09;;
32.324;32324;45693;20.89;22.83;23.09;;
32.328;32328;45697;20.89;22.83;23.09;;
32.331;32331;45700;20.89;22.83;23.09;;
32.335;32335;45704;20.89;22.83;23.09;;
32.338;32338;45707;20.98;22.83;23.09;;
32.341;32341;45710;20.89;22.83;23.09;;
32.344;32344;45713;20.89;22.83;23.09;;
32.347;32347;45716;20.98;22.83;23.09;;
32.35;32350;45719;20.89;22.83;23.09;;
32.353;32353;45722;20.98;22.83;23.09;;
32.357;32357;45726;20.89;22.83;23.09;;
32.36;32360;45729;20.89;22.83;23.09;;
32.363;32363;45732;20.89;22.83;23.09;;
32.366;32366;45735;20.89;22.83;23.09;;
32.37;32370;45739;20.89;22.83;23.09;;
32.373;32373;45742;20.98;22.83;23.09;;
32.377;32377;45746;20.89;22.83;23.09;;
32.38;32380;45749;20.89;22.83;23.09;;
32.383;32383;45752;20.89;22.83;23.09;;
32.386;32386;45755;20.89;22.83;23.09;;
32.389;32389;45758;20.89;22.83;23.09;;
32.392;32392;45761;20.89;22.83;23.09;;
32.395;32395;45764;20.89;22.83;23.09;;
32.398;32398;45767;20.89;22.83;23.09;;
32.402;32402;45771;20.89;22.83;23.09;;
32.405;32405;45774;20.98;22.83;23.09;;
32.408;32408;45777;20.89;22.83;23.09;;
32.411;32411;45780;20.89;22.83;23.18;;
32.415;32415;45784;20.89;22.83;23.09;;
32.418;32418;45787;20.98;22.83;23.09;;
32.421;32421;45790;20.89;22.83;23.09;;
32.425;32425;45794;20.89;22.83;23.09;;
32.428;32428;45797;20.89;22.83;23.09;;
32.431;32431;45800;20.89;22.83;23.09;;
32.434;32434;45803;20.98;22.83;23.09;;
32.437;32437;45806;20.89;22.83;23.09;;
32.44;32440;45809;20.89;22.83;23.09;;
32.443;32443;45812;20.89;22.83;23.09;;
32.447;32447;45816;20.89;22.83;23.09;;
32.45;32450;45819;20.89;22.83;23.09;;
32.453;32453;45822;20.89;22.83;23.09;;
32.457;32457;45826;20.89;22.83;23.09;;
32.46;32460;45829;20.89;22.83;23.09;;
32.463;32463;45832;20.89;22.83;23.09;;
32.466;32466;45835;20.89;22.83;23.09;;
32.47;32470;45839;20.98;22.83;23.09;;
32.473;32473;45842;20.98;22.83;23.09;;
32.476;32476;45845;20.89;22.83;23.18;;
32.479;32479;45848;20.89;22.83;23.09;;
32.482;32482;45851;20.89;22.83;23.09;;
32.485;32485;45854;20.89;22.83;23.09;;
32.488;32488;45857;20.89;22.83;23.09;;
32.492;32492;45861;20.89;22.83;23.09;;
32.495;32495;45864;20.89;22.83;23.09;;
32.499;32499;45868;20.89;22.83;23.09;;
32.502;32502;45871;20.89;22.83;23.09;;
32.505;32505;45874;20.89;22.83;23.09;;
32.508;32508;45877;20.89;22.92;23.09;;
32.511;32511;45880;20.89;22.83;23.09;;
32.515;32515;45884;20.89;22.83;23.09;;
32.518;32518;45887;20.89;22.83;23.09;;
32.521;32521;45890;20.89;22.83;23.18;;
32.524;32524;45893;20.89;22.83;23.09;;
32.527;32527;45896;20.89;22.83;23.09;;
32.53;32530;45899;20.89;22.83;23.09;;
32.533;32533;45902;20.89;22.83;23.09;;
32.537;32537;45906;20.89;22.83;23.09;;
32.541;32541;45910;20.89;22.83;23.09;;
32.544;32544;45913;20.89;22.83;23.09;;
32.547;32547;45916;20.89;22.83;23.09;;
32.55;32550;45919;20.89;22.83;23.09;;
32.553;32553;45922;20.89;22.83;23.09;;
32.556;32556;45925;20.89;22.83;23.09;;
32.56;32560;45929;20.98;22.83;23.09;;
32.563;32563;45932;20.89;22.83;23.09;;
32.566;32566;45935;20.89;22.83;23.09;;
32.569;32569;45938;20.89;22.83;23.09;;
32.572;32572;45941;20.89;22.83;23.09;;
32.575;32575;45944;20.89;22.83;23.09;;
32.578;32578;45947;20.89;22.83;23.09;;
32.583;32583;45952;20.89;22.83;23.09;;
32.586;32586;45955;20.89;22.83;23.09;;
32.589;32589;45958;20.89;22.83;23.09;;
32.592;32592;45961;20.89;22.83;23.09;;
32.595;32595;45964;20.89;22.83;23.09;;
32.598;32598;45967;20.89;22.83;23.09;;
32.601;32601;45970;20.89;22.83;23.09;;
32.605;32605;45974;20.98;22.83;23.09;;
32.608;32608;45977;20.89;22.83;23.09;;
32.611;32611;45980;20.89;22.83;23.09;;
32.614;32614;45983;20.89;22.83;23.09;;
32.617;32617;45986;20.98;22.83;23.09;;
32.62;32620;45989;20.89;22.83;23.09;;
32.623;32623;45992;20.89;22.83;23.09;;
32.628;32628;45997;20.89;22.83;23.09;;
32.631;32631;46000;20.89;22.83;23.09;;
32.634;32634;46003;20.89;22.83;23.09;;
32.637;32637;46006;20.89;22.83;23.09;;
32.64;32640;46009;20.89;22.83;23.09;;
32.643;32643;46012;20.89;22.83;23.09;;
32.646;32646;46015;20.89;22.83;23.09;;
32.65;32650;46019;20.89;22.83;23.09;;
32.653;32653;46022;20.89;22.83;23.09;;
32.656;32656;46025;20.89;22.83;23.09;;
32.659;32659;46028;20.89;22.83;23.09;;
32.662;32662;46031;20.89;22.83;23.09;;
32.665;32665;46034;20.89;22.83;23.09;;
32.669;32669;46038;20.89;22.83;23.18;;
32.673;32673;46042;20.89;22.83;23.09;;
32.676;32676;46045;20.89;22.83;23.09;;
32.679;32679;46048;20.89;22.83;23.09;;
32.682;32682;46051;20.89;22.83;23.09;;
32.685;32685;46054;20.89;22.83;23.09;;
32.688;32688;46057;20.89;22.83;23.09;;
32.691;32691;46060;20.89;22.83;23.09;;
32.695;32695;46064;20.89;22.83;23.09;;
32.698;32698;46067;20.89;22.83;23.09;;
32.701;32701;46070;20.89;22.83;23.09;;
32.704;32704;46073;20.89;22.83;23.18;;
32.707;32707;46076;20.89;22.83;23.09;;
32.711;32711;46080;20.89;22.83;23.09;;
32.715;32715;46084;20.98;22.83;23.09;;
32.718;32718;46087;20.89;22.83;23.09;;
32.721;32721;46090;20.89;22.83;23.09;;
32.724;32724;46093;20.89;22.83;23.09;;
32.727;32727;46096;20.89;22.83;23.09;;
32.73;32730;46099;20.89;22.83;23.09;;
32.733;32733;46102;20.89;22.83;23.09;;
32.736;32736;46105;20.89;22.83;23.09;;
32.74;32740;46109;20.89;22.83;23.09;;
32.743;32743;46112;20.89;22.83;23.18;;
32.746;32746;46115;20.89;22.83;23.09;;
32.749;32749;46118;20.89;22.83;23.09;;
32.752;32752;46121;20.89;22.83;23.09;;
32.756;32756;46125;20.89;22.83;23.09;;
32.76;32760;46129;20.98;22.83;23.18;;
32.763;32763;46132;20.89;22.83;23.09;;
32.766;32766;46135;20.89;22.83;23.09;;
32.769;32769;46138;20.89;22.83;23.09;;
32.772;32772;46141;20.89;22.83;23.09;;
32.775;32775;46144;20.89;22.83;23.09;;
32.778;32778;46147;20.89;22.83;23.09;;
32.781;32781;46150;20.98;22.83;23.09;;
32.785;32785;46154;20.89;22.83;23.09;;
32.788;32788;46157;20.89;22.83;23.09;;
32.791;32791;46160;20.89;22.83;23.09;;
32.794;32794;46163;20.89;22.83;23.09;;
32.798;32798;46167;20.89;22.83;23.09;;
32.801;32801;46170;20.89;22.83;23.09;;
32.805;32805;46174;20.89;22.83;23.09;;
32.808;32808;46177;20.89;22.83;23.09;;
32.811;32811;46180;20.89;22.83;23.09;;
32.814;32814;46183;20.89;22.83;23.09;;
32.817;32817;46186;20.89;22.83;23.18;;
32.82;32820;46189;20.89;22.83;23.09;;
32.823;32823;46192;20.89;22.83;23.09;;
32.826;32826;46195;20.89;22.83;23.09;;
32.83;32830;46199;20.89;22.83;23.09;;
32.833;32833;46202;20.89;22.83;23.09;;
32.836;32836;46205;20.89;22.83;23.09;;
32.84;32840;46209;20.89;22.83;23.09;;
32.843;32843;46212;20.89;22.83;23.09;;
32.846;32846;46215;20.89;22.74;23.18;;
32.85;32850;46219;20.89;22.83;23.09;;
32.853;32853;46222;20.89;22.83;23.09;;
32.856;32856;46225;20.89;22.83;23.09;;
32.859;32859;46228;20.89;22.83;23.09;;
32.862;32862;46231;20.89;22.83;23.09;;
32.865;32865;46234;20.89;22.83;23.09;;
32.868;32868;46237;20.89;22.83;23.09;;
32.871;32871;46240;20.98;22.83;23.09;;
32.875;32875;46244;20.89;22.83;23.09;;
32.878;32878;46247;20.89;22.83;23.09;;
32.882;32882;46251;20.89;22.83;23.09;;
32.885;32885;46254;20.89;22.83;23.09;;
32.888;32888;46257;20.89;22.83;23.09;;
32.891;32891;46260;20.89;22.83;23.09;;
32.895;32895;46264;20.89;22.83;23.09;;
32.898;32898;46267;20.89;22.83;23.09;;
32.901;32901;46270;20.89;22.83;23.18;;
32.904;32904;46273;20.89;22.83;23.09;;
32.907;32907;46276;20.89;22.83;23.09;;
32.91;32910;46279;20.89;22.83;23.09;;
32.913;32913;46282;20.89;22.83;23.09;;
32.916;32916;46285;20.89;22.83;23.09;;
32.92;32920;46289;20.89;22.83;23.18;;
32.923;32923;46292;20.89;22.83;23.18;;
32.927;32927;46296;20.89;22.74;23.09;;
32.93;32930;46299;20.89;22.83;23.09;;
32.933;32933;46302;20.89;22.83;23.09;;
32.936;32936;46305;20.89;22.83;23.09;;
32.94;32940;46309;20.89;22.83;23.09;;
32.943;32943;46312;20.89;22.83;23.09;;
32.946;32946;46315;20.89;22.83;23.09;;
32.949;32949;46318;20.89;22.83;23.09;;
32.952;32952;46321;20.89;22.83;23.09;;
32.955;32955;46324;20.89;22.83;23.09;;
32.958;32958;46327;20.89;22.83;23.09;;
32.961;32961;46330;20.89;22.83;23.09;;
32.965;32965;46334;20.89;22.83;23.09;;
32.969;32969;46338;20.89;22.83;23.09;;
32.972;32972;46341;20.89;22.83;23.18;;
32.975;32975;46344;20.89;22.83;23.09;;
32.978;32978;46347;20.89;22.74;23.09;;
32.981;32981;46350;20.89;22.83;23.09;;
32.985;32985;46354;20.89;22.83;23.09;;
32.988;32988;46357;20.89;22.83;23.09;;
32.991;32991;46360;20.89;22.83;23.09;;
32.994;32994;46363;20.89;22.83;23.09;;
32.997;32997;46366;20.89;22.83;23.09;;
33;33000;46369;20.89;22.83;23.09;;
33.003;33003;46372;20.89;22.83;23.09;;
33.006;33006;46375;20.89;22.83;23.09;;
33.011;33011;46380;20.89;22.83;23.09;;
33.014;33014;46383;20.89;22.83;23.09;;
33.017;33017;46386;20.89;22.83;23.18;;
33.02;33020;46389;20.89;22.83;23.09;;
33.023;33023;46392;20.89;22.83;23.09;;
33.026;33026;46395;20.89;22.83;23.09;;
33.03;33030;46399;20.89;22.83;23.09;;
33.033;33033;46402;20.89;22.83;23.09;;
33.036;33036;46405;20.89;22.83;23.09;;
33.039;33039;46408;20.89;22.83;23.09;;
33.042;33042;46411;20.89;22.83;23.09;;
33.045;33045;46414;20.89;22.83;23.09;;
33.048;33048;46417;20.89;22.83;23.09;;
33.051;33051;46420;20.89;22.83;23.09;;
33.056;33056;46425;20.89;22.83;23.09;;
33.059;33059;46428;20.89;22.83;23.09;;
33.062;33062;46431;20.89;22.83;23.09;;
33.065;33065;46434;20.89;22.83;23.09;;
33.068;33068;46437;20.89;22.83;23.09;;
33.071;33071;46440;20.89;22.83;23.09;;
33.075;33075;46444;20.89;22.83;23.09;;
33.078;33078;46447;20.89;22.83;23.09;;
33.081;33081;46450;20.89;22.83;23.09;;
33.084;33084;46453;20.89;22.83;23.09;;
33.087;33087;46456;20.89;22.83;23.09;;
