temps (s);temps (ms);temps;ACTU;MILIEU;LASER; courant = 0.647A; tension = -0.336
440.582;440582;453951;17.56;18.96;19.23;;
440.586;440586;453955;17.56;18.96;19.23;;
440.589;440589;453958;17.56;18.96;19.23;;
440.592;440592;453961;17.56;18.96;19.23;;
440.595;440595;453964;17.56;18.96;19.23;;
440.598;440598;453967;17.56;18.96;19.23;;
440.602;440602;453971;17.56;18.96;19.23;;
440.606;440606;453975;17.56;18.96;19.23;;
440.609;440609;453978;17.56;18.96;19.23;;
440.612;440612;453981;17.56;18.96;19.23;;
440.615;440615;453984;17.56;18.96;19.23;;
440.619;440619;453988;17.56;18.96;19.23;;
440.622;440622;453991;17.56;18.96;19.23;;
440.625;440625;453994;17.56;19.05;19.23;;
440.628;440628;453997;17.56;18.96;19.23;;
440.631;440631;454000;17.56;18.96;19.23;;
440.634;440634;454003;17.56;18.96;19.23;;
440.638;440638;454007;17.56;18.96;19.23;;
440.641;440641;454010;17.56;18.96;19.23;;
440.644;440644;454013;17.47;18.96;19.23;;
440.648;440648;454017;17.56;18.96;19.23;;
440.652;440652;454021;17.56;18.96;19.23;;
440.655;440655;454024;17.56;18.96;19.23;;
440.658;440658;454027;17.56;18.96;19.31;;
440.661;440661;454030;17.56;18.96;19.23;;
440.664;440664;454033;17.56;18.96;19.23;;
440.667;440667;454036;17.56;18.96;19.23;;
440.671;440671;454040;17.56;18.96;19.23;;
440.674;440674;454043;17.56;18.96;19.23;;
440.677;440677;454046;17.56;18.96;19.23;;
440.68;440680;454049;17.56;18.96;19.23;;
440.683;440683;454052;17.56;18.96;19.23;;
440.687;440687;454056;17.56;18.96;19.23;;
440.691;440691;454060;17.56;18.96;19.23;;
440.694;440694;454063;17.56;18.96;19.23;;
440.697;440697;454066;17.56;18.96;19.23;;
440.7;440700;454069;17.56;18.96;19.23;;
440.704;440704;454073;17.56;18.96;19.23;;
440.707;440707;454076;17.56;18.96;19.23;;
440.71;440710;454079;17.56;18.96;19.31;;
440.713;440713;454082;17.56;18.96;19.23;;
440.716;440716;454085;17.56;18.96;19.23;;
440.72;440720;454089;17.56;18.96;19.23;;
440.723;440723;454092;17.56;18.96;19.23;;
440.726;440726;454095;17.56;19.05;19.23;;
440.729;440729;454098;17.56;18.96;19.23;;
440.733;440733;454102;17.56;18.96;19.23;;
440.737;440737;454106;17.56;18.96;19.23;;
440.74;440740;454109;17.56;18.96;19.23;;
440.743;440743;454112;17.56;18.96;19.31;;
440.746;440746;454115;17.56;18.96;19.23;;
440.749;440749;454118;17.56;18.96;19.23;;
440.753;440753;454122;17.56;19.05;19.23;;
440.756;440756;454125;17.56;18.96;19.23;;
440.759;440759;454128;17.56;19.05;19.23;;
440.762;440762;454131;17.56;18.96;19.23;;
440.765;440765;454134;17.56;18.96;19.23;;
440.768;440768;454137;17.56;18.96;19.23;;
440.772;440772;454141;17.56;18.96;19.23;;
440.776;440776;454145;17.56;18.96;19.23;;
440.779;440779;454148;17.47;18.96;19.23;;
440.782;440782;454151;17.56;18.96;19.23;;
440.785;440785;454154;17.47;18.96;19.23;;
440.789;440789;454158;17.56;19.05;19.23;;
440.792;440792;454161;17.56;18.96;19.23;;
440.795;440795;454164;17.56;18.96;19.23;;
440.798;440798;454167;17.56;18.96;19.23;;
440.801;440801;454170;17.56;18.96;19.23;;
440.805;440805;454174;17.56;18.96;19.23;;
440.808;440808;454177;17.56;18.96;19.23;;
440.811;440811;454180;17.56;18.96;19.23;;
440.814;440814;454183;17.56;18.96;19.23;;
440.818;440818;454187;17.56;18.96;19.23;;
440.822;440822;454191;17.56;18.96;19.23;;
440.825;440825;454194;17.56;18.96;19.23;;
440.828;440828;454197;17.56;18.96;19.23;;
440.831;440831;454200;17.47;18.96;19.23;;
440.834;440834;454203;17.56;18.96;19.23;;
440.838;440838;454207;17.56;18.96;19.23;;
440.841;440841;454210;17.56;18.96;19.23;;
440.844;440844;454213;17.56;18.96;19.23;;
440.847;440847;454216;17.56;18.96;19.23;;
440.85;440850;454219;17.56;18.96;19.23;;
440.853;440853;454222;17.56;18.96;19.23;;
440.857;440857;454226;17.56;18.96;19.23;;
440.861;440861;454230;17.56;18.96;19.23;;
440.864;440864;454233;17.56;18.96;19.23;;
440.867;440867;454236;17.56;18.96;19.23;;
440.871;440871;454240;17.56;18.96;19.23;;
440.874;440874;454243;17.56;18.96;19.23;;
440.877;440877;454246;17.56;18.96;19.23;;
440.88;440880;454249;17.56;18.96;19.23;;
440.883;440883;454252;17.56;18.96;19.23;;
440.886;440886;454255;17.56;18.96;19.23;;
440.89;440890;454259;17.56;18.96;19.23;;
440.893;440893;454262;17.56;18.96;19.23;;
440.896;440896;454265;17.56;18.96;19.23;;
440.899;440899;454268;17.56;18.96;19.23;;
440.903;440903;454272;17.56;18.96;19.31;;
440.907;440907;454276;17.56;18.96;19.23;;
440.91;440910;454279;17.56;18.96;19.23;;
440.913;440913;454282;17.56;18.96;19.23;;
440.916;440916;454285;17.56;18.96;19.23;;
440.919;440919;454288;17.56;18.96;19.23;;
440.923;440923;454292;17.56;18.96;19.23;;
440.926;440926;454295;17.56;18.96;19.23;;
440.929;440929;454298;17.56;18.96;19.23;;
440.932;440932;454301;17.56;18.96;19.23;;
440.935;440935;454304;17.56;18.96;19.23;;
440.939;440939;454308;17.56;18.96;19.23;;
440.942;440942;454311;17.56;18.96;19.23;;
440.946;440946;454315;17.56;18.96;19.23;;
440.949;440949;454318;17.56;19.05;19.23;;
440.952;440952;454321;17.56;18.96;19.23;;
440.956;440956;454325;17.56;18.96;19.23;;
440.959;440959;454328;17.56;18.96;19.23;;
440.962;440962;454331;17.56;18.96;19.23;;
440.965;440965;454334;17.56;18.96;19.31;;
440.968;440968;454337;17.56;18.96;19.23;;
440.972;440972;454341;17.56;18.96;19.23;;
440.975;440975;454344;17.56;18.96;19.23;;
440.978;440978;454347;17.56;18.96;19.23;;
440.981;440981;454350;17.56;19.05;19.23;;
440.984;440984;454353;17.56;18.96;19.23;;
440.987;440987;454356;17.56;19.05;19.23;;
440.992;440992;454361;17.56;18.96;19.23;;
440.995;440995;454364;17.56;18.96;19.23;;
440.998;440998;454367;17.56;18.96;19.23;;
441.001;441001;454370;17.56;18.96;19.23;;
441.005;441005;454374;17.56;18.96;19.23;;
441.008;441008;454377;17.56;19.05;19.23;;
441.011;441011;454380;17.56;18.96;19.23;;
441.014;441014;454383;17.56;18.96;19.23;;
441.017;441017;454386;17.47;18.96;19.23;;
441.02;441020;454389;17.56;18.96;19.23;;
441.024;441024;454393;17.56;18.96;19.23;;
441.027;441027;454396;17.56;18.96;19.23;;
441.031;441031;454400;17.56;18.96;19.23;;
441.034;441034;454403;17.56;18.96;19.23;;
441.037;441037;454406;17.56;18.96;19.23;;
441.041;441041;454410;17.56;18.96;19.23;;
441.044;441044;454413;17.56;19.05;19.23;;
441.047;441047;454416;17.56;18.96;19.23;;
441.05;441050;454419;17.56;18.96;19.23;;
441.053;441053;454422;17.56;18.96;19.23;;
441.057;441057;454426;17.56;18.96;19.23;;
441.06;441060;454429;17.56;18.96;19.23;;
441.063;441063;454432;17.56;19.05;19.23;;
441.066;441066;454435;17.56;18.96;19.23;;
441.069;441069;454438;17.56;18.96;19.23;;
441.074;441074;454443;17.56;18.96;19.23;;
441.077;441077;454446;17.56;18.96;19.23;;
441.08;441080;454449;17.56;18.96;19.23;;
441.083;441083;454452;17.56;19.05;19.23;;
441.086;441086;454455;17.56;18.96;19.23;;
441.09;441090;454459;17.56;18.96;19.23;;
441.093;441093;454462;17.56;18.96;19.23;;
441.096;441096;454465;17.56;18.96;19.23;;
441.099;441099;454468;17.56;18.96;19.23;;
441.102;441102;454471;17.56;18.96;19.23;;
441.105;441105;454474;17.56;18.96;19.23;;
441.109;441109;454478;17.56;18.96;19.23;;
441.112;441112;454481;17.56;18.96;19.23;;
441.115;441115;454484;17.56;18.96;19.23;;
441.119;441119;454488;17.56;18.96;19.23;;
441.123;441123;454492;17.56;18.96;19.23;;
441.126;441126;454495;17.56;18.96;19.23;;
441.129;441129;454498;17.56;19.05;19.23;;
441.132;441132;454501;17.56;18.96;19.23;;
441.135;441135;454504;17.56;18.96;19.23;;
441.138;441138;454507;17.56;18.96;19.23;;
441.142;441142;454511;17.56;18.96;19.23;;
441.145;441145;454514;17.56;18.96;19.23;;
441.148;441148;454517;17.56;18.96;19.23;;
441.151;441151;454520;17.56;18.96;19.23;;
441.154;441154;454523;17.56;18.96;19.23;;
441.159;441159;454528;17.56;18.96;19.31;;
441.162;441162;454531;17.56;18.96;19.23;;
441.165;441165;454534;17.56;18.96;19.23;;
441.168;441168;454537;17.56;18.96;19.23;;
441.171;441171;454540;17.56;18.96;19.23;;
441.175;441175;454544;17.56;18.96;19.23;;
441.178;441178;454547;17.56;18.96;19.23;;
441.181;441181;454550;17.56;18.96;19.23;;
441.184;441184;454553;17.56;18.96;19.23;;
441.187;441187;454556;17.56;18.96;19.23;;
441.191;441191;454560;17.56;18.96;19.23;;
441.194;441194;454563;17.56;18.96;19.23;;
441.197;441197;454566;17.56;18.96;19.23;;
441.2;441200;454569;17.56;18.96;19.31;;
441.204;441204;454573;17.56;18.96;19.23;;
441.208;441208;454577;17.56;18.96;19.23;;
441.211;441211;454580;17.56;18.96;19.23;;
441.214;441214;454583;17.56;18.96;19.23;;
441.217;441217;454586;17.56;18.96;19.23;;
441.22;441220;454589;17.56;18.96;19.23;;
441.223;441223;454592;17.56;18.96;19.23;;
441.227;441227;454596;17.56;18.96;19.23;;
441.23;441230;454599;17.56;18.96;19.23;;
441.233;441233;454602;17.56;18.96;19.23;;
441.236;441236;454605;17.56;18.96;19.23;;
441.239;441239;454608;17.56;18.96;19.23;;
441.243;441243;454612;17.56;18.96;19.23;;
441.247;441247;454616;17.56;18.96;19.23;;
441.25;441250;454619;17.56;18.96;19.23;;
441.253;441253;454622;17.56;18.96;19.23;;
441.256;441256;454625;17.56;19.05;19.23;;
441.26;441260;454629;17.56;18.96;19.23;;
441.263;441263;454632;17.56;18.96;19.23;;
441.266;441266;454635;17.56;18.96;19.23;;
441.269;441269;454638;17.56;18.96;19.23;;
441.272;441272;454641;17.56;18.96;19.23;;
441.276;441276;454645;17.56;18.96;19.23;;
441.279;441279;454648;17.56;18.96;19.23;;
441.282;441282;454651;17.56;18.96;19.23;;
441.285;441285;454654;17.56;18.96;19.23;;
441.289;441289;454658;17.56;18.96;19.23;;
441.293;441293;454662;17.56;18.96;19.23;;
441.296;441296;454665;17.47;18.96;19.23;;
441.299;441299;454668;17.56;18.96;19.23;;
441.302;441302;454671;17.56;18.96;19.23;;
441.305;441305;454674;17.56;18.96;19.23;;
441.309;441309;454678;17.56;18.96;19.23;;
441.312;441312;454681;17.56;18.96;19.23;;
441.315;441315;454684;17.56;19.05;19.23;;
441.318;441318;454687;17.56;18.96;19.23;;
441.321;441321;454690;17.56;18.96;19.31;;
441.324;441324;454693;17.56;18.96;19.23;;
441.328;441328;454697;17.56;18.96;19.23;;
441.332;441332;454701;17.56;18.96;19.23;;
441.335;441335;454704;17.56;18.96;19.23;;
441.338;441338;454707;17.56;19.05;19.23;;
441.341;441341;454710;17.56;18.96;19.23;;
441.345;441345;454714;17.56;18.96;19.23;;
441.348;441348;454717;17.56;18.96;19.23;;
441.351;441351;454720;17.56;18.96;19.23;;
441.354;441354;454723;17.56;18.96;19.23;;
441.357;441357;454726;17.56;18.96;19.23;;
441.361;441361;454730;17.56;18.96;19.23;;
441.364;441364;454733;17.56;18.96;19.23;;
441.367;441367;454736;17.56;18.96;19.23;;
441.37;441370;454739;17.56;18.96;19.23;;
441.374;441374;454743;17.56;18.96;19.23;;
441.378;441378;454747;17.56;19.05;19.14;;
441.381;441381;454750;17.56;18.96;19.23;;
441.384;441384;454753;17.56;18.96;19.31;;
441.387;441387;454756;17.56;18.96;19.23;;
441.39;441390;454759;17.56;18.96;19.23;;
441.394;441394;454763;17.56;18.96;19.23;;
441.397;441397;454766;17.56;18.96;19.23;;
441.4;441400;454769;17.56;18.96;19.23;;
441.403;441403;454772;17.56;18.96;19.23;;
441.406;441406;454775;17.56;18.96;19.31;;
441.409;441409;454778;17.56;18.96;19.23;;
441.413;441413;454782;17.56;18.96;19.23;;
441.417;441417;454786;17.56;18.96;19.23;;
441.42;441420;454789;17.56;18.96;19.23;;
441.423;441423;454792;17.56;18.96;19.23;;
441.427;441427;454796;17.56;18.96;19.23;;
441.43;441430;454799;17.56;18.96;19.23;;
441.433;441433;454802;17.56;18.96;19.23;;
441.436;441436;454805;17.56;18.96;19.31;;
441.439;441439;454808;17.56;18.96;19.23;;
441.442;441442;454811;17.56;18.96;19.23;;
441.446;441446;454815;17.56;18.96;19.23;;
441.449;441449;454818;17.56;18.96;19.23;;
441.452;441452;454821;17.56;18.96;19.23;;
441.455;441455;454824;17.56;18.96;19.23;;
441.459;441459;454828;17.56;18.96;19.23;;
441.463;441463;454832;17.56;18.96;19.23;;
441.466;441466;454835;17.56;18.96;19.23;;
441.469;441469;454838;17.56;18.96;19.23;;
441.472;441472;454841;17.56;18.96;19.23;;
441.475;441475;454844;17.56;18.96;19.23;;
441.479;441479;454848;17.56;18.96;19.23;;
441.482;441482;454851;17.56;18.96;19.23;;
441.485;441485;454854;17.56;18.96;19.23;;
441.488;441488;454857;17.56;18.96;19.23;;
441.491;441491;454860;17.56;18.96;19.23;;
441.495;441495;454864;17.56;18.96;19.23;;
441.498;441498;454867;17.56;18.96;19.23;;
441.502;441502;454871;17.56;18.96;19.23;;
441.505;441505;454874;17.56;18.96;19.23;;
441.508;441508;454877;17.56;18.96;19.23;;
441.512;441512;454881;17.56;18.96;19.23;;
441.515;441515;454884;17.56;18.96;19.23;;
441.518;441518;454887;17.56;18.96;19.23;;
441.521;441521;454890;17.56;18.96;19.23;;
441.524;441524;454893;17.56;19.05;19.23;;
441.527;441527;454896;17.56;18.96;19.23;;
441.531;441531;454900;17.56;18.96;19.23;;
441.534;441534;454903;17.56;18.96;19.23;;
441.537;441537;454906;17.56;18.96;19.23;;
441.54;441540;454909;17.56;18.96;19.23;;
441.544;441544;454913;17.56;18.96;19.23;;
441.548;441548;454917;17.56;18.96;19.23;;
441.551;441551;454920;17.56;18.96;19.23;;
441.554;441554;454923;17.56;18.96;19.23;;
441.557;441557;454926;17.56;19.05;19.23;;
441.56;441560;454929;17.56;18.96;19.23;;
441.564;441564;454933;17.56;18.96;19.23;;
441.567;441567;454936;17.56;18.96;19.14;;
441.57;441570;454939;17.56;18.96;19.31;;
441.573;441573;454942;17.56;18.96;19.23;;
441.576;441576;454945;17.56;18.96;19.23;;
441.58;441580;454949;17.56;18.96;19.23;;
441.583;441583;454952;17.56;18.96;19.23;;
441.587;441587;454956;17.56;18.96;19.23;;
441.59;441590;454959;17.56;18.96;19.23;;
441.593;441593;454962;17.56;18.96;19.23;;
441.597;441597;454966;17.56;18.96;19.23;;
441.6;441600;454969;17.56;18.96;19.23;;
441.603;441603;454972;17.56;18.96;19.23;;
441.606;441606;454975;17.56;18.96;19.23;;
441.609;441609;454978;17.47;18.96;19.23;;
441.613;441613;454982;17.56;18.96;19.23;;
441.616;441616;454985;17.56;18.96;19.23;;
441.619;441619;454988;17.56;18.96;19.23;;
441.622;441622;454991;17.56;18.96;19.23;;
441.625;441625;454994;17.56;18.96;19.23;;
441.629;441629;454998;17.56;18.96;19.23;;
441.633;441633;455002;17.56;18.96;19.23;;
441.636;441636;455005;17.56;18.96;19.23;;
441.639;441639;455008;17.56;18.96;19.23;;
441.642;441642;455011;17.56;18.96;19.23;;
441.646;441646;455015;17.56;18.96;19.23;;
441.649;441649;455018;17.56;18.96;19.23;;
441.652;441652;455021;17.56;18.96;19.23;;
441.655;441655;455024;17.56;18.96;19.23;;
441.658;441658;455027;17.56;18.96;19.23;;
441.661;441661;455030;17.56;18.96;19.23;;
441.665;441665;455034;17.56;18.96;19.23;;
441.668;441668;455037;17.56;18.96;19.23;;
441.672;441672;455041;17.56;18.96;19.23;;
441.675;441675;455044;17.56;18.96;19.23;;
441.678;441678;455047;17.56;18.96;19.31;;
441.682;441682;455051;17.56;18.96;19.23;;
441.685;441685;455054;17.56;18.96;19.23;;
441.688;441688;455057;17.56;18.96;19.23;;
441.691;441691;455060;17.56;18.96;19.23;;
441.694;441694;455063;17.56;18.96;19.23;;
441.698;441698;455067;17.56;18.96;19.23;;
441.701;441701;455070;17.56;18.96;19.23;;
441.704;441704;455073;17.56;18.96;19.23;;
441.707;441707;455076;17.56;18.96;19.23;;
441.71;441710;455079;17.56;18.96;19.23;;
441.715;441715;455084;17.56;18.96;19.23;;
441.718;441718;455087;17.56;18.96;19.23;;
441.721;441721;455090;17.56;18.96;19.23;;
441.724;441724;455093;17.56;18.96;19.23;;
441.727;441727;455096;17.56;18.96;19.23;;
441.731;441731;455100;17.56;18.96;19.23;;
441.734;441734;455103;17.56;18.96;19.23;;
441.737;441737;455106;17.56;18.96;19.23;;
441.74;441740;455109;17.56;18.96;19.23;;
441.743;441743;455112;17.56;18.96;19.23;;
441.747;441747;455116;17.56;18.96;19.23;;
441.75;441750;455119;17.56;19.05;19.23;;
441.753;441753;455122;17.56;18.96;19.23;;
441.757;441757;455126;17.56;18.96;19.23;;
441.76;441760;455129;17.47;18.96;19.23;;
441.764;441764;455133;17.56;18.96;19.23;;
441.767;441767;455136;17.56;18.96;19.23;;
441.77;441770;455139;17.56;18.96;19.23;;
441.773;441773;455142;17.56;18.96;19.23;;
441.776;441776;455145;17.56;18.96;19.23;;
441.779;441779;455148;17.56;18.96;19.23;;
441.783;441783;455152;17.56;18.96;19.23;;
441.786;441786;455155;17.56;19.05;19.23;;
441.789;441789;455158;17.56;18.96;19.23;;
441.792;441792;455161;17.56;18.96;19.23;;
441.795;441795;455164;17.56;18.96;19.23;;
441.8;441800;455169;17.56;18.96;19.23;;
441.803;441803;455172;17.56;18.96;19.23;;
441.806;441806;455175;17.56;18.96;19.23;;
441.809;441809;455178;17.56;18.96;19.23;;
441.812;441812;455181;17.56;18.96;19.23;;
441.816;441816;455185;17.56;18.96;19.23;;
441.819;441819;455188;17.56;18.96;19.23;;
441.822;441822;455191;17.56;18.96;19.23;;
441.825;441825;455194;17.56;18.96;19.23;;
441.828;441828;455197;17.56;18.96;19.23;;
441.832;441832;455201;17.56;18.96;19.23;;
441.835;441835;455204;17.56;18.96;19.23;;
441.838;441838;455207;17.56;18.96;19.23;;
441.842;441842;455211;17.56;18.96;19.23;;
441.845;441845;455214;17.56;18.96;19.23;;
441.849;441849;455218;17.56;18.96;19.23;;
441.852;441852;455221;17.56;18.96;19.23;;
441.855;441855;455224;17.56;18.96;19.23;;
441.858;441858;455227;17.56;18.96;19.23;;
441.861;441861;455230;17.56;18.96;19.23;;
441.865;441865;455234;17.56;18.96;19.23;;
441.868;441868;455237;17.56;18.96;19.23;;
441.871;441871;455240;17.56;18.96;19.23;;
441.874;441874;455243;17.56;18.96;19.23;;
441.877;441877;455246;17.56;18.96;19.23;;
441.88;441880;455249;17.56;18.96;19.23;;
441.885;441885;455254;17.56;18.96;19.23;;
441.888;441888;455257;17.56;18.96;19.23;;
441.891;441891;455260;17.56;18.96;19.23;;
441.894;441894;455263;17.56;18.96;19.23;;
441.898;441898;455267;17.56;18.96;19.23;;
441.901;441901;455270;17.56;18.96;19.23;;
441.904;441904;455273;17.56;18.96;19.23;;
441.907;441907;455276;17.56;18.96;19.23;;
441.91;441910;455279;17.56;18.96;19.23;;
441.913;441913;455282;17.56;19.05;19.23;;
441.917;441917;455286;17.56;18.96;19.23;;
441.92;441920;455289;17.56;18.96;19.23;;
441.923;441923;455292;17.56;18.96;19.23;;
441.927;441927;455296;17.56;18.96;19.23;;
441.93;441930;455299;17.56;18.96;19.23;;
441.934;441934;455303;17.56;18.96;19.23;;
441.937;441937;455306;17.56;18.96;19.23;;
441.94;441940;455309;17.56;18.96;19.23;;
441.943;441943;455312;17.56;18.96;19.23;;
441.946;441946;455315;17.56;18.96;19.23;;
441.95;441950;455319;17.56;18.96;19.23;;
441.953;441953;455322;17.56;18.96;19.23;;
441.956;441956;455325;17.56;18.96;19.23;;
441.959;441959;455328;17.56;18.96;19.23;;
441.962;441962;455331;17.56;18.96;19.23;;
441.966;441966;455335;17.56;18.96;19.23;;
441.97;441970;455339;17.56;18.96;19.23;;
441.973;441973;455342;17.56;18.96;19.23;;
441.976;441976;455345;17.56;18.96;19.23;;
441.979;441979;455348;17.56;18.96;19.23;;
441.983;441983;455352;17.56;19.05;19.23;;
441.986;441986;455355;17.56;18.96;19.23;;
441.989;441989;455358;17.56;18.96;19.23;;
441.992;441992;455361;17.56;18.96;19.23;;
441.995;441995;455364;17.56;18.96;19.23;;
441.998;441998;455367;17.56;18.96;19.23;;
442.002;442002;455371;17.56;18.96;19.23;;
442.005;442005;455374;17.56;18.96;19.23;;
442.008;442008;455377;17.56;18.96;19.23;;
442.011;442011;455380;17.56;18.96;19.23;;
442.015;442015;455384;17.56;18.96;19.23;;
442.019;442019;455388;17.56;18.96;19.23;;
442.022;442022;455391;17.56;19.05;19.23;;
442.025;442025;455394;17.56;18.96;19.23;;
442.028;442028;455397;17.56;18.96;19.23;;
442.031;442031;455400;17.56;18.96;19.23;;
442.035;442035;455404;17.56;18.96;19.23;;
442.038;442038;455407;17.56;18.96;19.23;;
442.041;442041;455410;17.56;18.96;19.23;;
442.044;442044;455413;17.56;18.96;19.23;;
442.047;442047;455416;17.56;18.96;19.23;;
442.051;442051;455420;17.56;18.96;19.23;;
442.055;442055;455424;17.56;18.96;19.23;;
442.058;442058;455427;17.56;18.96;19.23;;
442.061;442061;455430;17.56;18.96;19.23;;
442.064;442064;455433;17.56;18.96;19.23;;
442.068;442068;455437;17.56;19.05;19.23;;
442.071;442071;455440;17.56;18.96;19.23;;
442.074;442074;455443;17.56;18.96;19.23;;
442.077;442077;455446;17.56;18.96;19.23;;
442.08;442080;455449;17.56;18.96;19.23;;
442.084;442084;455453;17.56;18.96;19.23;;
442.087;442087;455456;17.56;18.96;19.23;;
442.09;442090;455459;17.56;18.96;19.23;;
442.093;442093;455462;17.56;18.96;19.23;;
442.096;442096;455465;17.56;18.96;19.23;;
442.101;442101;455470;17.56;18.96;19.23;;
442.104;442104;455473;17.56;18.96;19.23;;
442.107;442107;455476;17.56;18.96;19.23;;
442.11;442110;455479;17.56;18.96;19.23;;
442.113;442113;455482;17.56;18.96;19.23;;
442.117;442117;455486;17.56;18.96;19.23;;
442.12;442120;455489;17.65;18.96;19.23;;
442.123;442123;455492;17.56;18.96;19.23;;
442.126;442126;455495;17.56;18.96;19.31;;
442.129;442129;455498;17.56;18.96;19.23;;
442.132;442132;455501;17.56;18.96;19.23;;
442.136;442136;455505;17.56;18.96;19.23;;
442.139;442139;455508;17.56;18.96;19.23;;
442.143;442143;455512;17.56;18.96;19.23;;
442.146;442146;455515;17.56;18.96;19.23;;
442.149;442149;455518;17.56;18.96;19.23;;
442.153;442153;455522;17.56;18.96;19.23;;
442.156;442156;455525;17.56;18.96;19.23;;
442.159;442159;455528;17.56;18.96;19.23;;
442.162;442162;455531;17.56;18.96;19.23;;
442.165;442165;455534;17.56;18.96;19.23;;
442.169;442169;455538;17.56;18.96;19.23;;
442.172;442172;455541;17.56;18.96;19.23;;
442.175;442175;455544;17.56;18.96;19.23;;
442.178;442178;455547;17.56;18.96;19.23;;
442.181;442181;455550;17.56;18.96;19.23;;
442.186;442186;455555;17.56;18.96;19.23;;
442.189;442189;455558;17.56;18.96;19.23;;
442.192;442192;455561;17.56;18.96;19.23;;
442.195;442195;455564;17.56;18.96;19.23;;
442.198;442198;455567;17.56;18.96;19.23;;
442.202;442202;455571;17.56;18.96;19.23;;
442.205;442205;455574;17.56;18.96;19.23;;
442.208;442208;455577;17.56;19.05;19.23;;
442.211;442211;455580;17.56;18.96;19.23;;
442.214;442214;455583;17.56;18.96;19.23;;
442.217;442217;455586;17.56;18.96;19.23;;
442.221;442221;455590;17.56;18.96;19.23;;
442.224;442224;455593;17.56;18.96;19.23;;
442.228;442228;455597;17.56;18.96;19.31;;
442.231;442231;455600;17.56;18.96;19.23;;
442.235;442235;455604;17.56;18.96;19.23;;
442.238;442238;455607;17.56;18.96;19.23;;
442.241;442241;455610;17.56;18.96;19.23;;
442.244;442244;455613;17.56;18.96;19.23;;
442.247;442247;455616;17.56;18.96;19.23;;
442.25;442250;455619;17.56;18.96;19.23;;
442.254;442254;455623;17.56;18.96;19.23;;
442.257;442257;455626;17.56;18.96;19.23;;
442.26;442260;455629;17.56;18.96;19.23;;
442.263;442263;455632;17.56;18.96;19.23;;
442.266;442266;455635;17.56;18.96;19.23;;
442.271;442271;455640;17.56;18.96;19.23;;
442.274;442274;455643;17.56;18.96;19.23;;
442.277;442277;455646;17.56;18.96;19.23;;
442.28;442280;455649;17.56;18.96;19.23;;
442.283;442283;455652;17.56;18.96;19.23;;
442.287;442287;455656;17.56;18.96;19.23;;
442.29;442290;455659;17.56;18.96;19.23;;
442.293;442293;455662;17.56;18.96;19.23;;
442.296;442296;455665;17.56;18.96;19.23;;
442.299;442299;455668;17.56;18.96;19.23;;
442.303;442303;455672;17.56;18.96;19.23;;
442.306;442306;455675;17.56;19.05;19.23;;
442.309;442309;455678;17.56;18.96;19.23;;
442.313;442313;455682;17.56;18.96;19.23;;
442.316;442316;455685;17.56;18.96;19.23;;
442.32;442320;455689;17.56;18.96;19.23;;
442.323;442323;455692;17.56;18.96;19.23;;
442.326;442326;455695;17.56;18.96;19.23;;
442.329;442329;455698;17.56;18.96;19.23;;
442.332;442332;455701;17.56;18.96;19.23;;
442.336;442336;455705;17.56;18.96;19.23;;
442.339;442339;455708;17.56;18.96;19.23;;
442.342;442342;455711;17.56;18.96;19.23;;
442.345;442345;455714;17.56;18.96;19.23;;
442.348;442348;455717;17.56;18.96;19.23;;
442.351;442351;455720;17.56;18.96;19.23;;
442.356;442356;455725;17.56;18.96;19.23;;
442.359;442359;455728;17.56;18.96;19.23;;
442.362;442362;455731;17.56;18.96;19.23;;
442.365;442365;455734;17.56;18.96;19.23;;
442.369;442369;455738;17.56;18.96;19.23;;
442.372;442372;455741;17.56;18.96;19.23;;
442.375;442375;455744;17.56;18.96;19.23;;
442.378;442378;455747;17.56;18.96;19.23;;
442.381;442381;455750;17.56;18.96;19.23;;
442.384;442384;455753;17.56;18.96;19.23;;
442.388;442388;455757;17.56;18.96;19.23;;
442.391;442391;455760;17.56;18.96;19.23;;
442.394;442394;455763;17.56;18.96;19.23;;
442.398;442398;455767;17.56;18.96;19.23;;
442.401;442401;455770;17.56;18.96;19.23;;
442.405;442405;455774;17.56;18.96;19.23;;
442.408;442408;455777;17.56;18.96;19.23;;
442.411;442411;455780;17.56;18.96;19.23;;
442.414;442414;455783;17.65;18.96;19.23;;
442.417;442417;455786;17.56;18.96;19.23;;
442.421;442421;455790;17.56;18.96;19.23;;
442.424;442424;455793;17.56;18.96;19.23;;
442.427;442427;455796;17.56;18.96;19.23;;
442.43;442430;455799;17.56;18.96;19.23;;
442.433;442433;455802;17.56;18.96;19.23;;
442.437;442437;455806;17.56;18.96;19.23;;
442.441;442441;455810;17.56;18.96;19.23;;
442.444;442444;455813;17.56;18.96;19.23;;
442.447;442447;455816;17.56;18.96;19.23;;
442.45;442450;455819;17.56;18.96;19.23;;
442.454;442454;455823;17.56;18.96;19.23;;
442.457;442457;455826;17.56;18.96;19.23;;
442.46;442460;455829;17.56;18.96;19.23;;
442.463;442463;455832;17.56;18.96;19.23;;
442.466;442466;455835;17.56;18.96;19.23;;
442.469;442469;455838;17.56;18.96;19.23;;
442.473;442473;455842;17.56;18.96;19.23;;
442.476;442476;455845;17.56;18.96;19.23;;
442.479;442479;455848;17.56;18.96;19.23;;
