temps (s);temps (ms);temps;ACTU;T2;LASER
347.896;347896;366097;31.54;29.49;28.47
347.899;347899;366100;31.54;29.49;28.47
347.902;347902;366103;31.54;29.49;28.47
347.906;347906;366107;31.54;29.49;28.38
347.909;347909;366110;31.54;29.49;28.47
347.912;347912;366113;31.54;29.49;28.47
347.915;347915;366116;31.54;29.49;28.47
347.918;347918;366119;31.44;29.49;28.38
347.923;347923;366124;31.54;29.49;28.47
347.926;347926;366127;31.54;29.49;28.47
347.929;347929;366130;31.54;29.49;28.47
347.932;347932;366133;31.54;29.49;28.47
347.936;347936;366137;31.54;29.49;28.38
347.939;347939;366140;31.54;29.49;28.38
347.942;347942;366143;31.54;29.49;28.47
347.945;347945;366146;31.54;29.49;28.47
347.948;347948;366149;31.54;29.49;28.47
347.952;347952;366153;31.54;29.49;28.38
347.955;347955;366156;31.54;29.49;28.47
347.958;347958;366159;31.44;29.49;28.38
347.961;347961;366162;31.54;29.49;28.38
347.965;347965;366166;31.44;29.49;28.47
347.969;347969;366170;31.54;29.49;28.38
347.972;347972;366173;31.54;29.49;28.38
347.975;347975;366176;31.54;29.49;28.38
347.978;347978;366179;31.54;29.49;28.47
347.982;347982;366183;31.54;29.49;28.47
347.985;347985;366186;31.54;29.49;28.47
347.988;347988;366189;31.54;29.49;28.38
347.991;347991;366192;31.54;29.49;28.38
347.994;347994;366195;31.54;29.49;28.38
347.998;347998;366199;31.54;29.49;28.47
348.001;348001;366202;31.54;29.49;28.47
348.004;348004;366205;31.54;29.49;28.47
348.008;348008;366209;31.44;29.49;28.47
348.012;348012;366213;31.44;29.49;28.47
348.015;348015;366216;31.54;29.49;28.38
348.018;348018;366219;31.54;29.49;28.47
348.021;348021;366222;31.44;29.49;28.38
348.024;348024;366225;31.54;29.49;28.47
348.028;348028;366229;31.44;29.49;28.47
348.031;348031;366232;31.54;29.49;28.47
348.034;348034;366235;31.54;29.49;28.38
348.037;348037;366238;31.54;29.49;28.38
348.04;348040;366241;31.44;29.49;28.47
348.044;348044;366245;31.54;29.49;28.47
348.047;348047;366248;31.54;29.49;28.38
348.051;348051;366252;31.54;29.49;28.38
348.054;348054;366255;31.54;29.49;28.38
348.058;348058;366259;31.54;29.49;28.47
348.061;348061;366262;31.54;29.49;28.47
348.064;348064;366265;31.54;29.49;28.38
348.067;348067;366268;31.54;29.49;28.47
348.07;348070;366271;31.54;29.49;28.38
348.074;348074;366275;31.54;29.49;28.38
348.077;348077;366278;31.44;29.49;28.47
348.08;348080;366281;31.54;29.49;28.38
348.083;348083;366284;31.54;29.49;28.38
348.086;348086;366287;31.54;29.49;28.47
348.09;348090;366291;31.54;29.49;28.38
348.094;348094;366295;31.44;29.49;28.47
348.097;348097;366298;31.54;29.49;28.47
348.1;348100;366301;31.44;29.49;28.38
348.104;348104;366305;31.54;29.49;28.38
348.107;348107;366308;31.54;29.49;28.47
348.11;348110;366311;31.54;29.49;28.47
348.113;348113;366314;31.54;29.49;28.47
348.116;348116;366317;31.54;29.49;28.47
348.12;348120;366321;31.44;29.49;28.38
348.123;348123;366324;31.44;29.49;28.38
348.126;348126;366327;31.54;29.49;28.38
348.129;348129;366330;31.54;29.49;28.47
348.132;348132;366333;31.54;29.49;28.47
348.137;348137;366338;31.44;29.49;28.47
348.14;348140;366341;31.54;29.49;28.38
348.143;348143;366344;31.54;29.49;28.47
348.146;348146;366347;31.54;29.49;28.38
348.149;348149;366350;31.44;29.49;28.47
348.153;348153;366354;31.54;29.49;28.47
348.156;348156;366357;31.44;29.49;28.38
348.159;348159;366360;31.54;29.49;28.38
348.162;348162;366363;31.44;29.49;28.38
348.165;348165;366366;31.54;29.49;28.38
348.169;348169;366370;31.54;29.49;28.38
348.172;348172;366373;31.54;29.49;28.47
348.175;348175;366376;31.54;29.49;28.47
348.179;348179;366380;31.54;29.49;28.38
348.183;348183;366384;31.54;29.49;28.47
348.186;348186;366387;31.54;29.49;28.38
348.189;348189;366390;31.54;29.49;28.38
348.192;348192;366393;31.54;29.49;28.47
348.195;348195;366396;31.54;29.49;28.47
348.199;348199;366400;31.44;29.49;28.38
348.202;348202;366403;31.54;29.49;28.38
348.205;348205;366406;31.54;29.49;28.47
348.208;348208;366409;31.54;29.49;28.47
348.211;348211;366412;31.54;29.49;28.47
348.215;348215;366416;31.54;29.49;28.47
348.218;348218;366419;31.44;29.49;28.38
348.222;348222;366423;31.54;29.49;28.47
348.225;348225;366426;31.54;29.49;28.38
348.229;348229;366430;31.54;29.49;28.47
348.232;348232;366433;31.44;29.49;28.47
348.235;348235;366436;31.54;29.49;28.38
348.238;348238;366439;31.44;29.49;28.47
348.241;348241;366442;31.54;29.39;28.38
348.245;348245;366446;31.54;29.49;28.38
348.248;348248;366449;31.44;29.49;28.38
348.251;348251;366452;31.54;29.49;28.38
348.254;348254;366455;31.54;29.49;28.38
348.257;348257;366458;31.54;29.49;28.47
348.261;348261;366462;31.54;29.49;28.38
348.265;348265;366466;31.44;29.49;28.38
348.268;348268;366469;31.54;29.39;28.38
348.271;348271;366472;31.44;29.39;28.47
348.275;348275;366476;31.54;29.49;28.38
348.278;348278;366479;31.44;29.49;28.38
348.281;348281;366482;31.44;29.39;28.38
348.284;348284;366485;31.54;29.49;28.47
348.287;348287;366488;31.44;29.49;28.38
348.291;348291;366492;31.54;29.49;28.38
348.294;348294;366495;31.44;29.49;28.38
348.297;348297;366498;31.54;29.49;28.38
348.3;348300;366501;31.54;29.49;28.47
348.303;348303;366504;31.54;29.49;28.38
348.308;348308;366509;31.44;29.49;28.47
348.311;348311;366512;31.54;29.49;28.38
348.314;348314;366515;31.54;29.49;28.47
348.317;348317;366518;31.54;29.49;28.47
348.321;348321;366522;31.44;29.49;28.47
348.324;348324;366525;31.54;29.49;28.38
348.327;348327;366528;31.44;29.49;28.38
348.33;348330;366531;31.44;29.49;28.47
348.333;348333;366534;31.44;29.49;28.47
348.337;348337;366538;31.54;29.49;28.38
348.34;348340;366541;31.44;29.49;28.47
348.343;348343;366544;31.54;29.49;28.47
348.346;348346;366547;31.44;29.49;28.47
348.35;348350;366551;31.54;29.49;28.38
348.354;348354;366555;31.54;29.49;28.47
348.357;348357;366558;31.54;29.49;28.38
348.36;348360;366561;31.54;29.49;28.38
348.363;348363;366564;31.54;29.49;28.47
348.367;348367;366568;31.44;29.49;28.38
348.37;348370;366571;31.54;29.49;28.38
348.373;348373;366574;31.44;29.49;28.38
348.376;348376;366577;31.54;29.49;28.47
348.379;348379;366580;31.54;29.49;28.47
348.383;348383;366584;31.44;29.49;28.38
348.386;348386;366587;31.44;29.49;28.47
348.389;348389;366590;31.54;29.49;28.38
348.393;348393;366594;31.44;29.49;28.47
348.396;348396;366597;31.54;29.49;28.38
348.4;348400;366601;31.54;29.49;28.47
348.403;348403;366604;31.54;29.49;28.47
348.406;348406;366607;31.54;29.49;28.38
348.409;348409;366610;31.44;29.49;28.38
348.412;348412;366613;31.54;29.39;28.47
348.416;348416;366617;31.54;29.49;28.47
348.419;348419;366620;31.54;29.49;28.47
348.422;348422;366623;31.44;29.49;28.47
348.425;348425;366626;31.54;29.49;28.38
348.429;348429;366630;31.54;29.49;28.47
348.432;348432;366633;31.54;29.49;28.47
348.436;348436;366637;31.44;29.49;28.38
348.439;348439;366640;31.54;29.49;28.38
348.442;348442;366643;31.54;29.49;28.47
348.446;348446;366647;31.44;29.49;28.38
348.449;348449;366650;31.54;29.49;28.47
348.452;348452;366653;31.54;29.49;28.38
348.455;348455;366656;31.44;29.49;28.38
348.458;348458;366659;31.54;29.49;28.38
348.462;348462;366663;31.54;29.49;28.38
348.465;348465;366666;31.54;29.49;28.47
348.468;348468;366669;31.44;29.49;28.38
348.471;348471;366672;31.54;29.49;28.38
348.474;348474;366675;31.54;29.49;28.47
348.479;348479;366680;31.54;29.49;28.47
348.482;348482;366683;31.44;29.49;28.47
348.485;348485;366686;31.44;29.49;28.47
348.488;348488;366689;31.54;29.49;28.38
348.492;348492;366693;31.54;29.49;28.38
348.495;348495;366696;31.44;29.49;28.38
348.498;348498;366699;31.54;29.49;28.38
348.501;348501;366702;31.44;29.49;28.47
348.504;348504;366705;31.44;29.49;28.47
348.508;348508;366709;31.44;29.49;28.38
348.511;348511;366712;31.44;29.49;28.38
348.514;348514;366715;31.54;29.49;28.38
348.517;348517;366718;31.44;29.49;28.38
348.522;348522;366723;31.54;29.39;28.47
348.525;348525;366726;31.44;29.39;28.38
348.528;348528;366729;31.54;29.49;28.38
348.531;348531;366732;31.54;29.49;28.38
348.534;348534;366735;31.54;29.49;28.38
348.538;348538;366739;31.54;29.49;28.38
348.541;348541;366742;31.54;29.49;28.38
348.544;348544;366745;31.54;29.49;28.38
348.547;348547;366748;31.44;29.49;28.38
348.55;348550;366751;31.44;29.49;28.47
348.554;348554;366755;31.44;29.49;28.38
348.557;348557;366758;31.44;29.49;28.47
348.56;348560;366761;31.54;29.49;28.38
348.564;348564;366765;31.44;29.49;28.47
348.568;348568;366769;31.54;29.49;28.47
348.571;348571;366772;31.44;29.49;28.38
348.574;348574;366775;31.44;29.49;28.47
348.577;348577;366778;31.54;29.49;28.47
348.58;348580;366781;31.54;29.49;28.38
348.584;348584;366785;31.54;29.49;28.47
348.587;348587;366788;31.44;29.49;28.38
348.59;348590;366791;31.54;29.49;28.47
348.593;348593;366794;31.54;29.49;28.38
348.596;348596;366797;31.54;29.49;28.38
348.6;348600;366801;31.54;29.49;28.38
348.603;348603;366804;31.54;29.49;28.47
348.607;348607;366808;31.54;29.49;28.38
348.61;348610;366811;31.44;29.49;28.47
348.614;348614;366815;31.54;29.49;28.47
348.617;348617;366818;31.44;29.49;28.38
348.62;348620;366821;31.54;29.49;28.38
348.623;348623;366824;31.54;29.49;28.47
348.626;348626;366827;31.54;29.49;28.47
348.63;348630;366831;31.54;29.49;28.47
348.633;348633;366834;31.54;29.49;28.38
348.636;348636;366837;31.54;29.39;28.38
348.639;348639;366840;31.44;29.49;28.47
348.642;348642;366843;31.54;29.49;28.38
348.647;348647;366848;31.54;29.49;28.38
348.65;348650;366851;31.54;29.49;28.38
348.653;348653;366854;31.44;29.49;28.47
348.656;348656;366857;31.54;29.49;28.38
348.659;348659;366860;31.44;29.49;28.47
348.663;348663;366864;31.54;29.49;28.38
348.666;348666;366867;31.54;29.49;28.47
348.669;348669;366870;31.54;29.49;28.38
348.672;348672;366873;31.44;29.49;28.38
348.675;348675;366876;31.54;29.49;28.38
348.679;348679;366880;31.44;29.49;28.47
348.682;348682;366883;31.54;29.49;28.38
348.685;348685;366886;31.44;29.49;28.47
348.688;348688;366889;31.44;29.49;28.38
348.693;348693;366894;31.54;29.49;28.47
348.696;348696;366897;31.54;29.49;28.38
348.699;348699;366900;31.54;29.49;28.47
348.702;348702;366903;31.44;29.49;28.47
348.705;348705;366906;31.54;29.49;28.47
348.709;348709;366910;31.54;29.49;28.47
348.712;348712;366913;31.54;29.49;28.38
348.715;348715;366916;31.54;29.49;28.38
348.718;348718;366919;31.54;29.49;28.47
348.721;348721;366922;31.44;29.49;28.38
348.725;348725;366926;31.44;29.49;28.38
348.728;348728;366929;31.44;29.49;28.47
348.731;348731;366932;31.54;29.49;28.38
348.735;348735;366936;31.54;29.49;28.38
348.739;348739;366940;31.54;29.49;28.47
348.742;348742;366943;31.44;29.49;28.47
348.745;348745;366946;31.54;29.49;28.47
348.748;348748;366949;31.54;29.49;28.47
348.751;348751;366952;31.44;29.49;28.38
348.755;348755;366956;31.54;29.49;28.38
348.758;348758;366959;31.44;29.49;28.38
348.761;348761;366962;31.44;29.49;28.47
348.764;348764;366965;31.54;29.49;28.38
348.767;348767;366968;31.54;29.49;28.38
348.771;348771;366972;31.54;29.49;28.38
348.775;348775;366976;31.54;29.49;28.38
348.778;348778;366979;31.54;29.49;28.38
348.781;348781;366982;31.44;29.49;28.47
348.785;348785;366986;31.44;29.49;28.38
348.788;348788;366989;31.44;29.39;28.47
348.791;348791;366992;31.54;29.49;28.38
348.794;348794;366995;31.44;29.49;28.38
348.797;348797;366998;31.54;29.49;28.38
348.801;348801;367002;31.54;29.49;28.47
348.804;348804;367005;31.54;29.49;28.38
348.807;348807;367008;31.54;29.49;28.47
348.81;348810;367011;31.54;29.49;28.38
348.813;348813;367014;31.54;29.49;28.38
348.818;348818;367019;31.44;29.49;28.38
348.821;348821;367022;31.54;29.49;28.47
348.824;348824;367025;31.44;29.49;28.47
348.827;348827;367028;31.54;29.49;28.47
348.831;348831;367032;31.44;29.49;28.47
348.834;348834;367035;31.54;29.49;28.38
348.837;348837;367038;31.54;29.39;28.38
348.84;348840;367041;31.54;29.49;28.38
348.843;348843;367044;31.44;29.49;28.38
348.847;348847;367048;31.54;29.49;28.38
348.85;348850;367051;31.54;29.49;28.47
348.853;348853;367054;31.54;29.49;28.47
348.856;348856;367057;31.54;29.49;28.47
348.859;348859;367060;31.54;29.49;28.38
348.864;348864;367065;31.54;29.49;28.47
348.867;348867;367068;31.54;29.49;28.38
348.87;348870;367071;31.54;29.49;28.47
348.873;348873;367074;31.54;29.49;28.47
348.877;348877;367078;31.44;29.49;28.38
348.88;348880;367081;31.54;29.49;28.47
348.883;348883;367084;31.44;29.49;28.47
348.886;348886;367087;31.54;29.49;28.38
348.889;348889;367090;31.54;29.49;28.47
348.893;348893;367094;31.54;29.49;28.38
348.896;348896;367097;31.54;29.49;28.47
348.899;348899;367100;31.54;29.49;28.38
348.903;348903;367104;31.54;29.49;28.47
348.906;348906;367107;31.54;29.49;28.38
348.91;348910;367111;31.54;29.49;28.38
348.913;348913;367114;31.54;29.49;28.47
348.916;348916;367117;31.54;29.49;28.38
348.919;348919;367120;31.44;29.49;28.47
348.923;348923;367124;31.54;29.49;28.38
348.926;348926;367127;31.54;29.49;28.38
348.929;348929;367130;31.54;29.49;28.38
348.932;348932;367133;31.54;29.49;28.47
348.935;348935;367136;31.54;29.49;28.38
348.939;348939;367140;31.44;29.49;28.38
348.942;348942;367143;31.54;29.49;28.38
348.946;348946;367147;31.54;29.49;28.47
348.949;348949;367150;31.54;29.49;28.38
348.952;348952;367153;31.54;29.49;28.47
348.956;348956;367157;31.54;29.49;28.47
348.959;348959;367160;31.54;29.49;28.47
348.962;348962;367163;31.54;29.49;28.47
348.965;348965;367166;31.54;29.49;28.47
348.968;348968;367169;31.54;29.49;28.38
348.972;348972;367173;31.54;29.49;28.47
348.975;348975;367176;31.54;29.49;28.47
348.978;348978;367179;31.54;29.49;28.47
348.981;348981;367182;31.54;29.49;28.47
348.985;348985;367186;31.54;29.49;28.47
348.989;348989;367190;31.54;29.49;28.38
348.992;348992;367193;31.54;29.49;28.47
348.995;348995;367196;31.54;29.49;28.38
348.998;348998;367199;31.54;29.49;28.47
349.002;349002;367203;31.54;29.49;28.47
349.005;349005;367206;31.44;29.49;28.47
349.008;349008;367209;31.54;29.49;28.38
349.011;349011;367212;31.54;29.49;28.47
349.014;349014;367215;31.54;29.49;28.47
349.018;349018;367219;31.54;29.49;28.38
349.021;349021;367222;31.54;29.49;28.47
349.024;349024;367225;31.54;29.49;28.38
349.027;349027;367228;31.54;29.49;28.38
349.032;349032;367233;31.44;29.49;28.47
349.035;349035;367236;31.54;29.49;28.47
349.038;349038;367239;31.44;29.49;28.47
349.041;349041;367242;31.44;29.49;28.47
349.044;349044;367245;31.54;29.49;28.47
349.048;349048;367249;31.44;29.49;28.47
349.051;349051;367252;31.54;29.49;28.38
349.054;349054;367255;31.54;29.49;28.47
349.057;349057;367258;31.54;29.49;28.38
349.06;349060;367261;31.54;29.49;28.47
349.064;349064;367265;31.54;29.49;28.38
349.067;349067;367268;31.54;29.49;28.38
349.07;349070;367271;31.54;29.49;28.38
349.074;349074;367275;31.54;29.49;28.38
349.078;349078;367279;31.54;29.49;28.38
349.081;349081;367282;31.44;29.49;28.47
349.084;349084;367285;31.54;29.49;28.38
349.087;349087;367288;31.54;29.49;28.38
349.09;349090;367291;31.54;29.49;28.38
349.094;349094;367295;31.54;29.49;28.38
349.097;349097;367298;31.44;29.49;28.47
349.1;349100;367301;31.54;29.49;28.47
349.103;349103;367304;31.54;29.49;28.38
349.106;349106;367307;31.54;29.49;28.47
349.11;349110;367311;31.54;29.49;28.38
349.113;349113;367314;31.54;29.49;28.38
349.117;349117;367318;31.54;29.49;28.47
349.12;349120;367321;31.54;29.49;28.38
349.124;349124;367325;31.54;29.49;28.47
349.127;349127;367328;31.54;29.49;28.47
349.13;349130;367331;31.54;29.49;28.47
349.133;349133;367334;31.54;29.49;28.47
349.136;349136;367337;31.54;29.49;28.38
349.14;349140;367341;31.54;29.49;28.38
349.143;349143;367344;31.54;29.49;28.47
349.146;349146;367347;31.54;29.49;28.47
349.149;349149;367350;31.54;29.49;28.38
349.152;349152;367353;31.54;29.49;28.38
349.156;349156;367357;31.54;29.49;28.38
349.16;349160;367361;31.54;29.49;28.38
349.163;349163;367364;31.54;29.49;28.47
349.166;349166;367367;31.54;29.49;28.38
349.17;349170;367371;31.44;29.49;28.47
349.173;349173;367374;31.54;29.49;28.38
349.176;349176;367377;31.54;29.49;28.47
349.179;349179;367380;31.54;29.49;28.38
349.182;349182;367383;31.54;29.49;28.38
349.186;349186;367387;31.54;29.49;28.38
349.189;349189;367390;31.44;29.49;28.47
349.192;349192;367393;31.54;29.49;28.47
349.195;349195;367396;31.54;29.49;28.47
349.198;349198;367399;31.54;29.49;28.38
349.203;349203;367404;31.54;29.49;28.47
349.206;349206;367407;31.44;29.49;28.38
349.209;349209;367410;31.54;29.49;28.47
349.212;349212;367413;31.54;29.49;28.47
349.216;349216;367417;31.54;29.49;28.38
349.219;349219;367420;31.54;29.49;28.47
349.222;349222;367423;31.54;29.49;28.38
349.225;349225;367426;31.54;29.49;28.47
349.228;349228;367429;31.54;29.49;28.47
349.232;349232;367433;31.54;29.49;28.47
349.235;349235;367436;31.54;29.49;28.47
349.238;349238;367439;31.54;29.49;28.38
349.241;349241;367442;31.54;29.49;28.38
349.245;349245;367446;31.54;29.49;28.47
349.249;349249;367450;31.54;29.49;28.38
349.252;349252;367453;31.44;29.49;28.38
349.255;349255;367456;31.54;29.49;28.38
349.258;349258;367459;31.44;29.49;28.47
349.262;349262;367463;31.54;29.49;28.38
349.265;349265;367466;31.54;29.49;28.38
349.268;349268;367469;31.54;29.49;28.38
349.271;349271;367472;31.54;29.49;28.47
349.274;349274;367475;31.54;29.49;28.38
349.278;349278;367479;31.54;29.49;28.47
349.281;349281;367482;31.54;29.49;28.47
349.284;349284;367485;31.54;29.49;28.47
349.288;349288;367489;31.54;29.49;28.38
349.291;349291;367492;31.44;29.49;28.38
349.295;349295;367496;31.54;29.49;28.47
349.298;349298;367499;31.54;29.49;28.38
349.301;349301;367502;31.44;29.49;28.47
349.304;349304;367505;31.54;29.49;28.47
349.307;349307;367508;31.44;29.49;28.38
349.311;349311;367512;31.44;29.49;28.47
349.314;349314;367515;31.54;29.49;28.38
349.317;349317;367518;31.54;29.49;28.47
349.32;349320;367521;31.44;29.49;28.47
349.324;349324;367525;31.54;29.49;28.38
349.327;349327;367528;31.44;29.49;28.47
349.331;349331;367532;31.54;29.49;28.38
349.334;349334;367535;31.54;29.49;28.47
349.337;349337;367538;31.44;29.49;28.38
349.341;349341;367542;31.54;29.49;28.47
349.344;349344;367545;31.54;29.49;28.47
349.347;349347;367548;31.54;29.49;28.38
349.35;349350;367551;31.54;29.49;28.47
349.353;349353;367554;31.54;29.49;28.47
349.357;349357;367558;31.54;29.49;28.38
349.36;349360;367561;31.54;29.49;28.38
349.363;349363;367564;31.54;29.49;28.38
349.366;349366;367567;31.54;29.49;28.38
349.369;349369;367570;31.54;29.49;28.38
349.374;349374;367575;31.54;29.49;28.47
349.377;349377;367578;31.54;29.49;28.38
349.38;349380;367581;31.54;29.49;28.47
349.383;349383;367584;31.54;29.49;28.38
349.387;349387;367588;31.54;29.49;28.38
349.39;349390;367591;31.54;29.49;28.38
349.393;349393;367594;31.54;29.49;28.47
349.396;349396;367597;31.44;29.49;28.47
349.399;349399;367600;31.44;29.49;28.47
349.403;349403;367604;31.54;29.49;28.38
349.406;349406;367607;31.54;29.49;28.47
349.409;349409;367610;31.44;29.49;28.38
349.412;349412;367613;31.54;29.49;28.38
349.417;349417;367618;31.54;29.49;28.38
349.42;349420;367621;31.54;29.49;28.38
349.423;349423;367624;31.54;29.49;28.38
349.426;349426;367627;31.54;29.49;28.38
349.429;349429;367630;31.54;29.49;28.38
349.433;349433;367634;31.44;29.49;28.38
349.436;349436;367637;31.44;29.49;28.47
349.439;349439;367640;31.44;29.49;28.47
349.442;349442;367643;31.44;29.49;28.47
349.445;349445;367646;31.54;29.49;28.47
349.449;349449;367650;31.54;29.49;28.47
349.452;349452;367653;31.54;29.49;28.47
349.455;349455;367656;31.54;29.49;28.47
349.459;349459;367660;31.54;29.49;28.47
349.463;349463;367664;31.54;29.49;28.38
349.466;349466;367667;31.54;29.49;28.47
349.469;349469;367670;31.54;29.49;28.38
349.472;349472;367673;31.54;29.49;28.38
349.475;349475;367676;31.54;29.49;28.38
349.479;349479;367680;31.54;29.49;28.38
349.482;349482;367683;31.54;29.49;28.47
349.485;349485;367686;31.54;29.49;28.38
349.488;349488;367689;31.54;29.49;28.38
349.491;349491;367692;31.54;29.49;28.38
349.495;349495;367696;31.54;29.49;28.47
349.498;349498;367699;31.54;29.49;28.47
349.502;349502;367703;31.54;29.39;28.47
349.505;349505;367706;31.54;29.49;28.47
349.509;349509;367710;31.54;29.49;28.47
349.512;349512;367713;31.54;29.49;28.47
349.515;349515;367716;31.54;29.49;28.38
349.518;349518;367719;31.54;29.39;28.47
349.521;349521;367722;31.54;29.39;28.47
349.525;349525;367726;31.44;29.49;28.38
349.528;349528;367729;31.54;29.49;28.47
349.531;349531;367732;31.44;29.49;28.47
349.534;349534;367735;31.44;29.49;28.47
349.537;349537;367738;31.54;29.49;28.47
349.541;349541;367742;31.54;29.49;28.38
349.545;349545;367746;31.54;29.39;28.47
349.548;349548;367749;31.54;29.49;28.38
349.551;349551;367752;31.54;29.49;28.47
349.555;349555;367756;31.54;29.49;28.38
349.558;349558;367759;31.54;29.49;28.38
349.561;349561;367762;31.54;29.49;28.47
349.564;349564;367765;31.44;29.39;28.38
349.567;349567;367768;31.54;29.49;28.47
349.571;349571;367772;31.54;29.49;28.47
349.574;349574;367775;31.54;29.49;28.47
349.577;349577;367778;31.54;29.49;28.47
349.58;349580;367781;31.54;29.49;28.47
349.583;349583;367784;31.54;29.49;28.38
349.588;349588;367789;31.44;29.49;28.47
349.591;349591;367792;31.54;29.49;28.38
349.594;349594;367795;31.54;29.49;28.47
349.597;349597;367798;31.54;29.49;28.47
349.601;349601;367802;31.44;29.49;28.47
349.604;349604;367805;31.54;29.49;28.38
349.607;349607;367808;31.54;29.49;28.47
349.61;349610;367811;31.54;29.49;28.47
349.613;349613;367814;31.54;29.49;28.47
349.617;349617;367818;31.54;29.49;28.38
349.62;349620;367821;31.54;29.49;28.47
349.623;349623;367824;31.54;29.49;28.38
349.626;349626;367827;31.44;29.49;28.47
349.63;349630;367831;31.54;29.49;28.47
349.634;349634;367835;31.44;29.49;28.47
349.637;349637;367838;31.44;29.49;28.38
349.64;349640;367841;31.54;29.49;28.47
349.643;349643;367844;31.44;29.49;28.47
349.647;349647;367848;31.54;29.49;28.47
349.65;349650;367851;31.54;29.49;28.38
349.653;349653;367854;31.54;29.49;28.47
349.656;349656;367857;31.54;29.49;28.38
349.659;349659;367860;31.54;29.49;28.38
349.663;349663;367864;31.54;29.49;28.38
349.666;349666;367867;31.54;29.49;28.47
349.669;349669;367870;31.54;29.49;28.47
349.673;349673;367874;31.54;29.49;28.47
349.677;349677;367878;31.54;29.49;28.38
349.68;349680;367881;31.44;29.49;28.38
349.683;349683;367884;31.44;29.49;28.47
349.686;349686;367887;31.44;29.49;28.38
349.689;349689;367890;31.54;29.49;28.47
349.693;349693;367894;31.54;29.49;28.47
349.696;349696;367897;31.44;29.49;28.47
349.699;349699;367900;31.54;29.49;28.38
349.702;349702;367903;31.54;29.49;28.47
349.705;349705;367906;31.54;29.49;28.38
349.709;349709;367910;31.54;29.49;28.47
349.712;349712;367913;31.54;29.49;28.47
349.716;349716;367917;31.54;29.39;28.47
349.719;349719;367920;31.54;29.49;28.47
349.723;349723;367924;31.54;29.49;28.38
349.726;349726;367927;31.54;29.49;28.38
349.729;349729;367930;31.54;29.39;28.47
349.732;349732;367933;31.54;29.49;28.38
349.735;349735;367936;31.54;29.49;28.38
349.739;349739;367940;31.54;29.49;28.47
349.742;349742;367943;31.54;29.49;28.47
349.745;349745;367946;31.54;29.49;28.47
349.748;349748;367949;31.54;29.49;28.47
349.751;349751;367952;31.44;29.49;28.38
349.755;349755;367956;31.54;29.49;28.47
349.759;349759;367960;31.44;29.49;28.47
349.762;349762;367963;31.54;29.49;28.47
349.765;349765;367966;31.44;29.49;28.47
349.769;349769;367970;31.54;29.49;28.38
349.772;349772;367973;31.54;29.49;28.47
349.775;349775;367976;31.54;29.49;28.47
349.778;349778;367979;31.54;29.39;28.47
349.781;349781;367982;31.54;29.49;28.38
349.785;349785;367986;31.54;29.49;28.38
349.788;349788;367989;31.54;29.49;28.38
349.791;349791;367992;31.54;29.49;28.38
349.794;349794;367995;31.54;29.49;28.47
349.797;349797;367998;31.54;29.49;28.38
349.802;349802;368003;31.44;29.49;28.38
349.805;349805;368006;31.44;29.49;28.47
349.808;349808;368009;31.44;29.49;28.47
349.811;349811;368012;31.54;29.49;28.47
349.814;349814;368015;31.54;29.49;28.38
349.818;349818;368019;31.44;29.39;28.47
349.821;349821;368022;31.54;29.49;28.47
349.824;349824;368025;31.54;29.49;28.47
349.827;349827;368028;31.54;29.49;28.47
349.83;349830;368031;31.54;29.49;28.38
349.834;349834;368035;31.44;29.49;28.38
349.837;349837;368038;31.54;29.49;28.38
349.84;349840;368041;31.54;29.49;28.47
349.844;349844;368045;31.54;29.49;28.38
349.848;349848;368049;31.54;29.49;28.47
349.851;349851;368052;31.54;29.49;28.47
349.854;349854;368055;31.54;29.49;28.47
349.857;349857;368058;31.54;29.49;28.47
349.86;349860;368061;31.44;29.49;28.38
349.864;349864;368065;31.54;29.49;28.47
349.867;349867;368068;31.54;29.49;28.47
349.87;349870;368071;31.54;29.49;28.47
349.873;349873;368074;31.54;29.49;28.47
349.876;349876;368077;31.54;29.49;28.47
349.88;349880;368081;31.54;29.49;28.47
349.883;349883;368084;31.54;29.49;28.47
349.887;349887;368088;31.54;29.49;28.38
349.89;349890;368091;31.54;29.49;28.38
349.894;349894;368095;31.54;29.49;28.38
349.897;349897;368098;31.54;29.49;28.47
349.9;349900;368101;31.54;29.49;28.38
349.903;349903;368104;31.54;29.49;28.47
349.906;349906;368107;31.54;29.49;28.38
349.91;349910;368111;31.54;29.49;28.47
349.913;349913;368114;31.54;29.49;28.47
349.916;349916;368117;31.54;29.49;28.47
349.919;349919;368120;31.54;29.49;28.47
349.922;349922;368123;31.54;29.49;28.38
349.927;349927;368128;31.54;29.49;28.47
349.93;349930;368131;31.54;29.49;28.47
349.933;349933;368134;31.54;29.49;28.38
349.936;349936;368137;31.54;29.49;28.47
349.94;349940;368141;31.54;29.49;28.47
349.943;349943;368144;31.54;29.49;28.38
349.946;349946;368147;31.44;29.49;28.38
349.949;349949;368150;31.44;29.49;28.47
349.952;349952;368153;31.54;29.49;28.38
349.956;349956;368157;31.54;29.49;28.47
349.959;349959;368160;31.54;29.49;28.38
349.962;349962;368163;31.54;29.49;28.38
349.965;349965;368166;31.54;29.49;28.47
349.968;349968;368169;31.54;29.49;28.47
349.973;349973;368174;31.44;29.49;28.38
349.976;349976;368177;31.54;29.49;28.47
349.979;349979;368180;31.54;29.49;28.38
349.982;349982;368183;31.44;29.49;28.47
