temps (s);temps(ms);temps;ACTU;MILIEU;LASER
219.079;219079;220382;9.61;13.14;14.39
219.082;219082;220385;9.61;13.05;14.39
219.085;219085;220388;9.61;13.14;14.30
219.088;219088;220391;9.61;13.14;14.30
219.091;219091;220394;9.61;13.14;14.30
219.095;219095;220398;9.61;13.14;14.30
219.098;219098;220401;9.61;13.14;14.30
219.101;219101;220404;9.61;13.14;14.30
219.104;219104;220407;9.61;13.14;14.30
219.107;219107;220410;9.61;13.14;14.30
219.111;219111;220414;9.61;13.14;14.30
219.115;219115;220418;9.52;13.14;14.30
219.118;219118;220421;9.61;13.14;14.39
219.121;219121;220424;9.61;13.14;14.39
219.125;219125;220428;9.61;13.14;14.39
219.128;219128;220431;9.61;13.14;14.39
219.131;219131;220434;9.61;13.14;14.30
219.134;219134;220437;9.61;13.14;14.39
219.138;219138;220441;9.61;13.14;14.30
219.141;219141;220444;9.61;13.14;14.30
219.144;219144;220447;9.61;13.14;14.39
219.147;219147;220450;9.61;13.14;14.39
219.15;219150;220453;9.61;13.14;14.30
219.154;219154;220457;9.61;13.14;14.30
219.158;219158;220461;9.61;13.14;14.30
219.161;219161;220464;9.61;13.14;14.30
219.164;219164;220467;9.61;13.14;14.39
219.168;219168;220471;9.61;13.14;14.30
219.171;219171;220474;9.61;13.14;14.30
219.174;219174;220477;9.61;13.14;14.30
219.177;219177;220480;9.61;13.14;14.30
219.181;219181;220484;9.61;13.14;14.30
219.184;219184;220487;9.61;13.05;14.30
219.187;219187;220490;9.61;13.14;14.39
219.19;219190;220493;9.61;13.14;14.39
219.193;219193;220496;9.61;13.14;14.39
219.197;219197;220500;9.61;13.14;14.30
219.201;219201;220504;9.61;13.14;14.39
219.204;219204;220507;9.61;13.14;14.30
219.207;219207;220510;9.61;13.14;14.39
219.211;219211;220514;9.61;13.14;14.30
219.214;219214;220517;9.61;13.14;14.39
219.217;219217;220520;9.61;13.14;14.39
219.22;219220;220523;9.61;13.14;14.30
219.224;219224;220527;9.61;13.05;14.39
219.227;219227;220530;9.61;13.14;14.30
219.23;219230;220533;9.61;13.14;14.30
219.233;219233;220536;9.61;13.14;14.39
219.236;219236;220539;9.61;13.14;14.39
219.241;219241;220544;9.61;13.14;14.39
219.244;219244;220547;9.61;13.14;14.30
219.247;219247;220550;9.61;13.14;14.39
219.25;219250;220553;9.61;13.14;14.39
219.254;219254;220557;9.52;13.14;14.39
219.257;219257;220560;9.61;13.14;14.39
219.26;219260;220563;9.61;13.14;14.30
219.263;219263;220566;9.61;13.14;14.39
219.267;219267;220570;9.61;13.14;14.39
219.27;219270;220573;9.61;13.14;14.30
219.273;219273;220576;9.61;13.14;14.39
219.276;219276;220579;9.61;13.14;14.39
219.279;219279;220582;9.61;13.14;14.30
219.284;219284;220587;9.61;13.14;14.39
219.287;219287;220590;9.61;13.14;14.30
219.29;219290;220593;9.61;13.14;14.39
219.293;219293;220596;9.61;13.14;14.30
219.297;219297;220600;9.61;13.14;14.39
219.3;219300;220603;9.61;13.14;14.39
219.303;219303;220606;9.61;13.14;14.39
219.306;219306;220609;9.61;13.14;14.30
219.31;219310;220613;9.61;13.14;14.39
219.313;219313;220616;9.61;13.14;14.30
219.316;219316;220619;9.61;13.05;14.30
219.319;219319;220622;9.61;13.14;14.30
219.322;219322;220625;9.61;13.05;14.39
219.327;219327;220630;9.61;13.14;14.30
219.33;219330;220633;9.61;13.14;14.30
219.333;219333;220636;9.61;13.14;14.30
219.336;219336;220639;9.61;13.14;14.39
219.34;219340;220643;9.61;13.14;14.39
219.343;219343;220646;9.61;13.14;14.30
219.346;219346;220649;9.61;13.14;14.39
219.349;219349;220652;9.61;13.05;14.30
219.352;219352;220655;9.61;13.14;14.39
219.356;219356;220659;9.61;13.14;14.30
219.359;219359;220662;9.61;13.14;14.30
219.362;219362;220665;9.61;13.14;14.39
219.365;219365;220668;9.61;13.05;14.39
219.37;219370;220673;9.61;13.05;14.39
219.373;219373;220676;9.61;13.14;14.30
219.376;219376;220679;9.61;13.14;14.30
219.379;219379;220682;9.61;13.14;14.39
219.383;219383;220686;9.61;13.14;14.30
219.386;219386;220689;9.61;13.14;14.39
219.389;219389;220692;9.61;13.14;14.39
219.392;219392;220695;9.61;13.14;14.30
219.395;219395;220698;9.61;13.14;14.30
219.399;219399;220702;9.61;13.14;14.30
219.402;219402;220705;9.61;13.14;14.30
219.405;219405;220708;9.61;13.14;14.30
219.408;219408;220711;9.61;13.14;14.30
219.413;219413;220716;9.61;13.14;14.39
219.416;219416;220719;9.61;13.05;14.30
219.419;219419;220722;9.61;13.14;14.30
219.422;219422;220725;9.61;13.14;14.30
219.425;219425;220728;9.61;13.14;14.39
219.429;219429;220732;9.61;13.05;14.30
219.432;219432;220735;9.61;13.14;14.39
219.435;219435;220738;9.61;13.14;14.30
219.438;219438;220741;9.61;13.14;14.39
219.442;219442;220745;9.61;13.14;14.30
219.445;219445;220748;9.61;13.14;14.30
219.448;219448;220751;9.61;13.14;14.39
219.451;219451;220754;9.61;13.14;14.39
219.456;219456;220759;9.61;13.14;14.39
219.459;219459;220762;9.61;13.14;14.30
219.462;219462;220765;9.61;13.14;14.30
219.465;219465;220768;9.61;13.14;14.30
219.468;219468;220771;9.61;13.05;14.39
219.472;219472;220775;9.61;13.14;14.39
219.475;219475;220778;9.61;13.14;14.39
219.478;219478;220781;9.61;13.14;14.39
219.481;219481;220784;9.61;13.14;14.30
219.485;219485;220788;9.61;13.14;14.39
219.488;219488;220791;9.61;13.14;14.30
219.491;219491;220794;9.61;13.14;14.39
219.494;219494;220797;9.61;13.14;14.39
219.499;219499;220802;9.61;13.14;14.39
219.502;219502;220805;9.61;13.14;14.39
219.505;219505;220808;9.61;13.14;14.39
219.508;219508;220811;9.61;13.14;14.30
219.511;219511;220814;9.61;13.14;14.30
219.515;219515;220818;9.52;13.14;14.30
219.518;219518;220821;9.61;13.14;14.30
219.521;219521;220824;9.61;13.14;14.30
219.524;219524;220827;9.61;13.14;14.30
219.528;219528;220831;9.61;13.05;14.39
219.531;219531;220834;9.61;13.14;14.30
219.534;219534;220837;9.61;13.14;14.30
219.537;219537;220840;9.61;13.14;14.39
219.541;219541;220844;9.61;13.14;14.30
219.545;219545;220848;9.61;13.14;14.30
219.548;219548;220851;9.61;13.14;14.30
219.551;219551;220854;9.61;13.14;14.30
219.554;219554;220857;9.61;13.14;14.30
219.558;219558;220861;9.61;13.14;14.30
219.561;219561;220864;9.61;13.14;14.30
219.564;219564;220867;9.61;13.14;14.30
219.567;219567;220870;9.61;13.14;14.30
219.571;219571;220874;9.61;13.14;14.30
219.574;219574;220877;9.52;13.14;14.39
219.577;219577;220880;9.52;13.14;14.30
219.58;219580;220883;9.52;13.14;14.39
219.584;219584;220887;9.61;13.14;14.30
219.588;219588;220891;9.61;13.14;14.30
219.591;219591;220894;9.61;13.05;14.39
219.594;219594;220897;9.61;13.14;14.39
219.597;219597;220900;9.61;13.14;14.39
219.601;219601;220904;9.61;13.14;14.30
219.604;219604;220907;9.61;13.14;14.30
219.607;219607;220910;9.61;13.14;14.39
219.61;219610;220913;9.61;13.14;14.30
219.613;219613;220916;9.61;13.14;14.30
219.617;219617;220920;9.61;13.14;14.30
219.62;219620;220923;9.61;13.14;14.30
219.623;219623;220926;9.61;13.05;14.30
219.627;219627;220930;9.61;13.14;14.30
219.631;219631;220934;9.52;13.14;14.39
219.634;219634;220937;9.61;13.14;14.30
219.637;219637;220940;9.61;13.14;14.30
219.64;219640;220943;9.61;13.14;14.30
219.644;219644;220947;9.61;13.14;14.30
219.647;219647;220950;9.52;13.14;14.30
219.65;219650;220953;9.61;13.14;14.30
219.653;219653;220956;9.61;13.05;14.30
219.656;219656;220959;9.61;13.14;14.30
219.66;219660;220963;9.61;13.05;14.39
219.663;219663;220966;9.61;13.14;14.39
219.666;219666;220969;9.61;13.14;14.39
219.67;219670;220973;9.52;13.14;14.30
219.674;219674;220977;9.61;13.14;14.30
219.677;219677;220980;9.61;13.14;14.30
219.68;219680;220983;9.61;13.14;14.39
219.683;219683;220986;9.61;13.14;14.39
219.687;219687;220990;9.61;13.14;14.30
219.69;219690;220993;9.61;13.14;14.30
219.693;219693;220996;9.61;13.14;14.30
219.696;219696;220999;9.52;13.14;14.39
219.699;219699;221002;9.52;13.14;14.39
219.703;219703;221006;9.61;13.14;14.30
219.706;219706;221009;9.61;13.05;14.30
219.709;219709;221012;9.61;13.14;14.30
219.713;219713;221016;9.61;13.14;14.30
219.717;219717;221020;9.61;13.14;14.30
219.72;219720;221023;9.61;13.05;14.30
219.723;219723;221026;9.61;13.14;14.30
219.726;219726;221029;9.61;13.14;14.30
219.729;219729;221032;9.61;13.14;14.30
219.733;219733;221036;9.61;13.14;14.30
219.736;219736;221039;9.52;13.05;14.30
219.739;219739;221042;9.52;13.14;14.39
219.742;219742;221045;9.52;13.14;14.39
219.746;219746;221049;9.61;13.14;14.30
219.749;219749;221052;9.61;13.05;14.30
219.753;219753;221056;9.61;13.14;14.30
219.756;219756;221059;9.61;13.14;14.30
219.76;219760;221063;9.52;13.14;14.39
219.763;219763;221066;9.52;13.14;14.30
219.766;219766;221069;9.61;13.14;14.30
219.769;219769;221072;9.61;13.05;14.39
219.772;219772;221075;9.61;13.05;14.30
219.776;219776;221079;9.61;13.05;14.30
219.779;219779;221082;9.61;13.05;14.39
219.782;219782;221085;9.61;13.14;14.30
219.785;219785;221088;9.52;13.14;14.30
219.789;219789;221092;9.52;13.14;14.30
219.792;219792;221095;9.52;13.14;14.39
219.796;219796;221099;9.52;13.14;14.39
219.799;219799;221102;9.52;13.14;14.39
219.803;219803;221106;9.52;13.14;14.30
219.806;219806;221109;9.61;13.05;14.39
219.809;219809;221112;9.61;13.14;14.39
219.812;219812;221115;9.61;13.14;14.30
219.815;219815;221118;9.61;13.14;14.30
219.819;219819;221122;9.61;13.05;14.30
219.822;219822;221125;9.61;13.05;14.39
219.825;219825;221128;9.61;13.05;14.39
219.828;219828;221131;9.61;13.14;14.30
219.831;219831;221134;9.61;13.05;14.39
219.835;219835;221138;9.61;13.14;14.30
219.839;219839;221142;9.52;13.14;14.39
219.842;219842;221145;9.52;13.14;14.30
219.845;219845;221148;9.52;13.05;14.30
219.849;219849;221152;9.61;13.05;14.30
219.852;219852;221155;9.61;13.05;14.39
219.855;219855;221158;9.61;13.14;14.30
219.858;219858;221161;9.61;13.05;14.39
219.862;219862;221165;9.61;13.14;14.39
219.865;219865;221168;9.61;13.14;14.30
219.868;219868;221171;9.61;13.05;14.30
219.871;219871;221174;9.61;13.14;14.30
219.874;219874;221177;9.52;13.14;14.30
219.878;219878;221181;9.61;13.05;14.30
219.882;219882;221185;9.52;13.05;14.30
219.885;219885;221188;9.52;13.14;14.39
219.888;219888;221191;9.52;13.05;14.39
219.892;219892;221195;9.52;13.05;14.39
219.895;219895;221198;9.52;13.14;14.39
219.898;219898;221201;9.52;13.05;14.39
219.901;219901;221204;9.61;13.14;14.30
219.905;219905;221208;9.52;13.14;14.30
219.908;219908;221211;9.52;13.14;14.30
219.911;219911;221214;9.61;13.05;14.39
219.914;219914;221217;9.52;13.05;14.30
219.917;219917;221220;9.52;13.14;14.39
219.921;219921;221224;9.61;13.14;14.39
219.925;219925;221228;9.52;13.14;14.39
219.928;219928;221231;9.52;13.14;14.39
219.931;219931;221234;9.61;13.05;14.39
219.935;219935;221238;9.52;13.14;14.30
219.938;219938;221241;9.52;13.05;14.39
219.941;219941;221244;9.61;13.05;14.30
219.944;219944;221247;9.52;13.14;14.39
219.948;219948;221251;9.52;13.14;14.39
219.951;219951;221254;9.52;13.05;14.30
219.954;219954;221257;9.52;13.14;14.30
219.957;219957;221260;9.61;13.14;14.30
219.96;219960;221263;9.52;13.14;14.39
219.964;219964;221267;9.61;13.05;14.39
219.968;219968;221271;9.61;13.05;14.30
219.971;219971;221274;9.52;13.05;14.39
219.974;219974;221277;9.61;13.05;14.30
219.978;219978;221281;9.52;13.14;14.30
219.981;219981;221284;9.52;13.14;14.39
219.984;219984;221287;9.52;13.05;14.39
219.987;219987;221290;9.52;13.05;14.30
219.99;219990;221293;9.52;13.05;14.30
219.994;219994;221297;9.52;13.14;14.30
219.997;219997;221300;9.52;13.14;14.30
220;220000;221303;9.52;13.05;14.39
220.003;220003;221306;9.61;13.14;14.30
220.007;220007;221310;9.52;13.14;14.30
220.011;220011;221314;9.52;13.14;14.30
220.014;220014;221317;9.52;13.14;14.39
220.017;220017;221320;9.52;13.05;14.30
220.021;220021;221324;9.61;13.14;14.30
220.024;220024;221327;9.52;13.14;14.30
220.027;220027;221330;9.52;13.14;14.39
220.03;220030;221333;9.52;13.05;14.39
220.033;220033;221336;9.52;13.05;14.39
220.037;220037;221340;9.52;13.14;14.30
220.04;220040;221343;9.61;13.14;14.30
220.043;220043;221346;9.61;13.05;14.30
220.046;220046;221349;9.52;13.14;14.30
220.05;220050;221353;9.52;13.14;14.30
220.054;220054;221357;9.52;13.05;14.30
220.057;220057;221360;9.52;13.14;14.30
220.06;220060;221363;9.52;13.14;14.39
220.064;220064;221367;9.52;13.14;14.39
220.067;220067;221370;9.52;13.05;14.39
220.07;220070;221373;9.52;13.14;14.30
220.073;220073;221376;9.52;13.05;14.30
220.076;220076;221379;9.52;13.05;14.39
220.08;220080;221383;9.52;13.14;14.39
220.083;220083;221386;9.52;13.05;14.39
220.086;220086;221389;9.52;13.05;14.30
220.089;220089;221392;9.52;13.14;14.30
220.093;220093;221396;9.52;13.14;14.39
220.097;220097;221400;9.61;13.05;14.30
220.1;220100;221403;9.52;13.14;14.30
220.103;220103;221406;9.52;13.05;14.30
220.106;220106;221409;9.52;13.05;14.30
220.11;220110;221413;9.52;13.05;14.30
220.113;220113;221416;9.52;13.14;14.39
220.116;220116;221419;9.52;13.05;14.39
220.119;220119;221422;9.52;13.14;14.39
220.123;220123;221426;9.61;13.14;14.30
220.126;220126;221429;9.61;13.05;14.30
220.129;220129;221432;9.52;13.05;14.30
220.132;220132;221435;9.52;13.05;14.30
220.135;220135;221438;9.61;13.05;14.39
220.14;220140;221443;9.52;13.14;14.39
220.143;220143;221446;9.52;13.14;14.39
220.146;220146;221449;9.52;13.14;14.39
220.149;220149;221452;9.52;13.05;14.39
220.153;220153;221456;9.52;13.05;14.39
220.156;220156;221459;9.52;13.05;14.30
220.159;220159;221462;9.52;13.14;14.39
220.162;220162;221465;9.52;13.14;14.30
220.166;220166;221469;9.52;13.14;14.39
220.169;220169;221472;9.52;13.14;14.30
220.172;220172;221475;9.52;13.05;14.30
220.175;220175;221478;9.52;13.14;14.30
220.178;220178;221481;9.52;13.14;14.30
220.183;220183;221486;9.52;13.05;14.30
220.186;220186;221489;9.52;13.05;14.39
220.189;220189;221492;9.52;13.05;14.30
220.192;220192;221495;9.52;13.05;14.39
220.196;220196;221499;9.52;13.05;14.30
220.199;220199;221502;9.52;13.05;14.39
220.202;220202;221505;9.52;13.05;14.30
220.205;220205;221508;9.52;13.05;14.30
220.209;220209;221512;9.52;13.14;14.39
220.212;220212;221515;9.52;13.05;14.39
220.215;220215;221518;9.52;13.05;14.39
220.218;220218;221521;9.52;13.05;14.39
220.221;220221;221524;9.52;13.05;14.39
220.226;220226;221529;9.52;13.05;14.30
220.229;220229;221532;9.52;13.14;14.30
220.232;220232;221535;9.52;13.14;14.30
220.235;220235;221538;9.52;13.05;14.30
220.239;220239;221542;9.52;13.14;14.30
220.242;220242;221545;9.52;13.05;14.39
220.245;220245;221548;9.52;13.14;14.39
220.248;220248;221551;9.52;13.05;14.39
220.252;220252;221555;9.52;13.05;14.30
220.255;220255;221558;9.52;13.05;14.39
220.258;220258;221561;9.52;13.05;14.39
220.261;220261;221564;9.52;13.05;14.39
220.265;220265;221568;9.52;13.05;14.30
220.269;220269;221572;9.52;13.05;14.39
220.272;220272;221575;9.52;13.05;14.30
220.275;220275;221578;9.52;13.05;14.30
220.278;220278;221581;9.52;13.14;14.30
220.282;220282;221585;9.52;13.05;14.39
220.285;220285;221588;9.52;13.05;14.30
220.288;220288;221591;9.52;13.05;14.30
220.291;220291;221594;9.52;13.14;14.30
220.295;220295;221598;9.52;13.05;14.30
220.298;220298;221601;9.52;13.14;14.30
220.301;220301;221604;9.52;13.14;14.30
220.304;220304;221607;9.52;13.05;14.30
220.308;220308;221611;9.52;13.05;14.30
220.312;220312;221615;9.61;13.05;14.30
220.315;220315;221618;9.52;13.05;14.39
220.318;220318;221621;9.52;13.05;14.30
220.321;220321;221624;9.52;13.05;14.30
220.325;220325;221628;9.52;13.05;14.30
220.328;220328;221631;9.52;13.05;14.30
220.331;220331;221634;9.52;13.05;14.30
220.334;220334;221637;9.52;13.05;14.30
220.337;220337;221640;9.52;13.05;14.30
220.341;220341;221644;9.52;13.05;14.39
220.344;220344;221647;9.52;13.05;14.30
220.347;220347;221650;9.52;13.14;14.30
220.351;220351;221654;9.52;13.05;14.30
220.355;220355;221658;9.52;13.14;14.30
220.358;220358;221661;9.52;13.14;14.30
220.361;220361;221664;9.52;13.14;14.39
220.364;220364;221667;9.52;13.05;14.30
220.367;220367;221670;9.52;13.05;14.30
220.371;220371;221674;9.52;13.05;14.30
220.374;220374;221677;9.52;13.05;14.30
220.377;220377;221680;9.52;13.05;14.30
220.38;220380;221683;9.52;13.05;14.39
220.384;220384;221687;9.52;13.05;14.30
220.387;220387;221690;9.52;13.05;14.30
220.39;220390;221693;9.52;13.05;14.30
220.394;220394;221697;9.52;13.05;14.39
220.398;220398;221701;9.52;13.14;14.30
220.401;220401;221704;9.52;13.14;14.30
220.404;220404;221707;9.52;13.14;14.39
220.407;220407;221710;9.52;13.14;14.30
220.41;220410;221713;9.52;13.14;14.30
220.414;220414;221717;9.52;13.14;14.30
220.417;220417;221720;9.52;13.05;14.30
220.42;220420;221723;9.52;13.05;14.39
220.423;220423;221726;9.52;13.05;14.30
220.427;220427;221730;9.52;13.05;14.30
220.43;220430;221733;9.52;13.14;14.30
220.433;220433;221736;9.52;13.05;14.30
220.437;220437;221740;9.52;13.14;14.30
220.44;220440;221743;9.52;13.05;14.39
220.444;220444;221747;9.52;13.05;14.30
220.447;220447;221750;9.52;13.14;14.30
220.45;220450;221753;9.52;13.14;14.30
220.453;220453;221756;9.52;13.05;14.30
220.457;220457;221760;9.52;13.05;14.39
220.46;220460;221763;9.52;13.05;14.39
220.463;220463;221766;9.52;13.14;14.30
220.466;220466;221769;9.52;13.05;14.30
220.469;220469;221772;9.52;13.14;14.30
220.473;220473;221776;9.52;13.14;14.30
220.476;220476;221779;9.52;13.05;14.30
220.48;220480;221783;9.52;13.05;14.30
220.483;220483;221786;9.52;13.05;14.39
220.487;220487;221790;9.52;13.05;14.30
220.49;220490;221793;9.52;13.05;14.30
220.493;220493;221796;9.52;13.05;14.30
220.496;220496;221799;9.52;13.05;14.30
220.5;220500;221803;9.52;13.05;14.30
220.503;220503;221806;9.52;13.05;14.39
220.506;220506;221809;9.52;13.05;14.30
220.509;220509;221812;9.43;13.05;14.30
220.512;220512;221815;9.52;13.05;14.30
220.516;220516;221819;9.52;13.05;14.39
220.519;220519;221822;9.52;13.05;14.30
220.523;220523;221826;9.52;13.05;14.30
220.526;220526;221829;9.52;13.05;14.30
220.53;220530;221833;9.52;13.05;14.30
220.533;220533;221836;9.52;13.05;14.30
220.536;220536;221839;9.52;13.05;14.39
220.539;220539;221842;9.52;13.14;14.39
220.542;220542;221845;9.52;13.05;14.39
220.546;220546;221849;9.52;13.05;14.30
220.549;220549;221852;9.52;13.05;14.30
220.552;220552;221855;9.52;13.05;14.30
220.555;220555;221858;9.52;13.14;14.39
220.559;220559;221862;9.52;13.05;14.39
220.562;220562;221865;9.52;13.05;14.30
220.566;220566;221869;9.52;13.05;14.39
220.569;220569;221872;9.52;13.05;14.39
220.573;220573;221876;9.52;13.05;14.30
220.576;220576;221879;9.52;13.05;14.30
220.579;220579;221882;9.52;13.05;14.30
220.582;220582;221885;9.52;13.05;14.39
220.585;220585;221888;9.43;13.05;14.39
220.589;220589;221892;9.52;13.05;14.30
220.592;220592;221895;9.52;13.05;14.30
220.595;220595;221898;9.52;13.05;14.30
220.598;220598;221901;9.52;13.14;14.30
220.601;220601;221904;9.52;13.05;14.30
220.605;220605;221908;9.52;13.05;14.39
220.609;220609;221912;9.52;13.05;14.30
220.612;220612;221915;9.52;13.05;14.39
220.615;220615;221918;9.52;13.05;14.30
220.619;220619;221922;9.52;13.05;14.30
220.622;220622;221925;9.52;13.05;14.30
220.625;220625;221928;9.52;13.05;14.30
220.628;220628;221931;9.52;13.05;14.30
220.632;220632;221935;9.52;13.14;14.30
220.635;220635;221938;9.52;13.05;14.39
220.638;220638;221941;9.52;13.05;14.39
220.641;220641;221944;9.52;13.05;14.39
220.644;220644;221947;9.52;13.05;14.30
220.649;220649;221952;9.52;13.14;14.30
220.652;220652;221955;9.52;13.05;14.30
220.655;220655;221958;9.52;13.05;14.39
220.658;220658;221961;9.52;13.05;14.39
220.662;220662;221965;9.52;13.14;14.30
220.665;220665;221968;9.52;13.05;14.39
220.668;220668;221971;9.52;13.14;14.39
220.671;220671;221974;9.52;13.05;14.30
220.675;220675;221978;9.52;13.05;14.30
220.678;220678;221981;9.52;13.05;14.39
220.681;220681;221984;9.43;13.05;14.39
220.684;220684;221987;9.52;13.05;14.39
220.687;220687;221990;9.52;13.05;14.30
220.692;220692;221995;9.52;13.05;14.39
220.695;220695;221998;9.52;13.05;14.30
220.698;220698;222001;9.52;13.14;14.30
220.701;220701;222004;9.52;13.05;14.39
220.705;220705;222008;9.52;13.14;14.39
220.708;220708;222011;9.52;13.05;14.30
220.711;220711;222014;9.52;13.05;14.30
220.714;220714;222017;9.52;13.05;14.30
220.717;220717;222020;9.52;13.05;14.30
220.721;220721;222024;9.52;13.14;14.30
220.724;220724;222027;9.52;13.05;14.30
220.727;220727;222030;9.52;13.05;14.30
220.73;220730;222033;9.52;13.14;14.30
220.735;220735;222038;9.52;13.05;14.30
220.738;220738;222041;9.52;13.05;14.30
220.741;220741;222044;9.52;13.05;14.30
220.744;220744;222047;9.52;13.05;14.30
220.748;220748;222051;9.52;13.05;14.39
220.751;220751;222054;9.52;13.05;14.39
220.754;220754;222057;9.52;13.05;14.30
220.757;220757;222060;9.52;13.05;14.30
220.76;220760;222063;9.52;13.05;14.30
220.764;220764;222067;9.52;13.05;14.30
220.767;220767;222070;9.52;13.14;14.30
220.77;220770;222073;9.52;13.05;14.30
220.773;220773;222076;9.52;13.05;14.30
220.778;220778;222081;9.52;13.05;14.30
220.781;220781;222084;9.52;13.05;14.39
220.784;220784;222087;9.52;13.14;14.39
220.787;220787;222090;9.52;13.05;14.30
220.79;220790;222093;9.52;13.14;14.30
220.794;220794;222097;9.52;13.05;14.30
220.797;220797;222100;9.52;13.05;14.30
220.8;220800;222103;9.52;13.05;14.30
220.803;220803;222106;9.52;13.05;14.30
