temps (s);temps(ms);temps;ACTU;MILIEU;LASER
778.56;778560;779863;7.00;10.44;11.80
778.563;778563;779866;7.00;10.44;11.80
778.566;778566;779869;7.00;10.44;11.80
778.569;778569;779872;7.00;10.44;11.80
778.573;778573;779876;7.00;10.44;11.80
778.576;778576;779879;7.00;10.44;11.80
778.579;778579;779882;6.90;10.44;11.80
778.582;778582;779885;6.90;10.44;11.80
778.586;778586;779889;7.00;10.44;11.80
778.589;778589;779892;6.90;10.44;11.80
778.592;778592;779895;7.00;10.44;11.80
778.595;778595;779898;6.90;10.44;11.80
778.599;778599;779902;6.90;10.44;11.80
778.603;778603;779906;7.00;10.44;11.80
778.606;778606;779909;7.00;10.44;11.80
778.609;778609;779912;7.00;10.44;11.80
778.613;778613;779916;7.00;10.44;11.80
778.616;778616;779919;7.00;10.44;11.80
778.619;778619;779922;7.00;10.44;11.80
778.622;778622;779925;7.00;10.44;11.80
778.626;778626;779929;7.00;10.44;11.80
778.629;778629;779932;6.90;10.44;11.80
778.632;778632;779935;6.90;10.44;11.80
778.635;778635;779938;7.00;10.44;11.80
778.639;778639;779942;7.00;10.44;11.80
778.642;778642;779945;6.90;10.44;11.80
778.646;778646;779949;6.90;10.44;11.80
778.649;778649;779952;7.00;10.44;11.80
778.653;778653;779956;6.90;10.44;11.80
778.656;778656;779959;7.00;10.44;11.80
778.659;778659;779962;6.90;10.44;11.80
778.662;778662;779965;7.00;10.44;11.80
778.666;778666;779969;7.00;10.44;11.80
778.669;778669;779972;7.00;10.44;11.80
778.672;778672;779975;6.90;10.44;11.80
778.675;778675;779978;6.90;10.44;11.80
778.679;778679;779982;7.00;10.44;11.80
778.682;778682;779985;7.00;10.44;11.80
778.685;778685;779988;7.00;10.44;11.80
778.69;778690;779993;6.90;10.44;11.80
778.693;778693;779996;6.90;10.44;11.80
778.696;778696;779999;7.00;10.44;11.80
778.699;778699;780002;6.90;10.44;11.80
778.703;778703;780006;7.00;10.44;11.80
778.706;778706;780009;7.00;10.44;11.80
778.709;778709;780012;7.00;10.44;11.80
778.712;778712;780015;6.90;10.44;11.80
778.716;778716;780019;7.00;10.44;11.80
778.719;778719;780022;7.00;10.44;11.80
778.722;778722;780025;6.90;10.44;11.80
778.725;778725;780028;7.00;10.44;11.80
778.73;778730;780033;6.90;10.44;11.80
778.733;778733;780036;7.00;10.44;11.80
778.736;778736;780039;7.00;10.44;11.80
778.739;778739;780042;6.90;10.44;11.80
778.743;778743;780046;7.00;10.44;11.80
778.746;778746;780049;7.00;10.35;11.89
778.749;778749;780052;7.00;10.44;11.80
778.752;778752;780055;7.00;10.44;11.80
778.756;778756;780059;7.00;10.44;11.80
778.759;778759;780062;6.90;10.44;11.80
778.762;778762;780065;7.00;10.44;11.80
778.765;778765;780068;7.00;10.44;11.80
778.769;778769;780072;6.90;10.44;11.80
778.773;778773;780076;7.00;10.44;11.80
778.776;778776;780079;7.00;10.44;11.89
778.779;778779;780082;6.90;10.44;11.80
778.783;778783;780086;7.00;10.44;11.80
778.786;778786;780089;7.00;10.44;11.80
778.789;778789;780092;7.00;10.44;11.80
778.792;778792;780095;7.00;10.44;11.80
778.796;778796;780099;6.90;10.44;11.80
778.799;778799;780102;7.00;10.44;11.80
778.802;778802;780105;6.90;10.44;11.80
778.805;778805;780108;6.90;10.44;11.89
778.809;778809;780112;7.00;10.44;11.80
778.812;778812;780115;7.00;10.44;11.80
778.816;778816;780119;6.90;10.44;11.80
778.82;778820;780123;7.00;10.44;11.80
778.823;778823;780126;6.90;10.44;11.80
778.826;778826;780129;7.00;10.44;11.80
778.829;778829;780132;7.00;10.44;11.80
778.833;778833;780136;6.90;10.44;11.80
778.836;778836;780139;7.00;10.44;11.80
778.839;778839;780142;6.90;10.44;11.80
778.842;778842;780145;6.90;10.44;11.80
778.846;778846;780149;7.00;10.44;11.80
778.849;778849;780152;7.00;10.44;11.80
778.852;778852;780155;6.90;10.44;11.80
778.855;778855;780158;7.00;10.44;11.80
778.86;778860;780163;6.90;10.44;11.80
778.863;778863;780166;7.00;10.44;11.80
778.866;778866;780169;7.00;10.44;11.80
778.869;778869;780172;6.90;10.44;11.80
778.873;778873;780176;6.90;10.44;11.80
778.876;778876;780179;6.90;10.44;11.80
778.879;778879;780182;6.90;10.44;11.80
778.882;778882;780185;6.90;10.44;11.80
778.886;778886;780189;7.00;10.44;11.80
778.889;778889;780192;7.00;10.44;11.80
778.892;778892;780195;6.90;10.44;11.80
778.895;778895;780198;7.00;10.44;11.80
778.9;778900;780203;7.00;10.44;11.80
778.903;778903;780206;6.90;10.44;11.80
778.906;778906;780209;6.90;10.44;11.80
778.909;778909;780212;6.90;10.44;11.80
778.913;778913;780216;6.90;10.44;11.80
778.916;778916;780219;6.90;10.44;11.80
778.919;778919;780222;7.00;10.44;11.80
778.922;778922;780225;6.90;10.44;11.80
778.926;778926;780229;6.90;10.44;11.80
778.929;778929;780232;7.00;10.44;11.80
778.932;778932;780235;6.90;10.44;11.80
778.935;778935;780238;7.00;10.44;11.89
778.939;778939;780242;6.90;10.44;11.80
778.943;778943;780246;7.00;10.44;11.80
778.946;778946;780249;6.90;10.44;11.80
778.95;778950;780253;6.90;10.44;11.80
778.953;778953;780256;7.00;10.44;11.80
778.956;778956;780259;7.00;10.44;11.80
778.959;778959;780262;7.00;10.44;11.80
778.963;778963;780266;6.90;10.44;11.80
778.966;778966;780269;7.00;10.44;11.80
778.969;778969;780272;6.90;10.44;11.89
778.972;778972;780275;6.90;10.35;11.80
778.976;778976;780279;6.90;10.44;11.80
778.979;778979;780282;7.00;10.44;11.80
778.982;778982;780285;6.90;10.44;11.80
778.986;778986;780289;7.00;10.44;11.80
778.99;778990;780293;6.90;10.44;11.80
778.993;778993;780296;6.90;10.44;11.80
778.996;778996;780299;6.90;10.44;11.80
778.999;778999;780302;7.00;10.44;11.80
779.003;779003;780306;6.90;10.44;11.80
779.006;779006;780309;7.00;10.44;11.80
779.009;779009;780312;6.90;10.35;11.80
779.012;779012;780315;6.90;10.44;11.80
779.016;779016;780319;7.00;10.44;11.80
779.019;779019;780322;6.90;10.44;11.80
779.022;779022;780325;6.90;10.44;11.80
779.025;779025;780328;7.00;10.44;11.80
779.03;779030;780333;7.00;10.44;11.89
779.033;779033;780336;6.90;10.44;11.80
779.036;779036;780339;7.00;10.44;11.80
779.04;779040;780343;6.90;10.44;11.80
779.043;779043;780346;6.90;10.44;11.80
779.046;779046;780349;6.90;10.44;11.80
779.049;779049;780352;7.00;10.44;11.80
779.053;779053;780356;7.00;10.44;11.80
779.056;779056;780359;6.90;10.44;11.89
779.059;779059;780362;6.90;10.44;11.80
779.062;779062;780365;6.90;10.44;11.80
779.066;779066;780369;6.90;10.44;11.80
779.069;779069;780372;6.90;10.44;11.80
779.073;779073;780376;6.90;10.44;11.80
779.076;779076;780379;6.90;10.44;11.80
779.08;779080;780383;6.90;10.44;11.80
779.083;779083;780386;7.00;10.44;11.80
779.086;779086;780389;6.90;10.44;11.80
779.089;779089;780392;7.00;10.44;11.80
779.093;779093;780396;6.90;10.44;11.80
779.096;779096;780399;6.90;10.44;11.80
779.099;779099;780402;6.90;10.44;11.80
779.102;779102;780405;6.90;10.44;11.80
779.106;779106;780409;6.90;10.44;11.80
779.109;779109;780412;6.90;10.44;11.80
779.113;779113;780416;7.00;10.44;11.80
779.117;779117;780420;6.90;10.44;11.80
779.12;779120;780423;6.90;10.44;11.80
779.123;779123;780426;6.90;10.44;11.80
779.126;779126;780429;6.90;10.44;11.80
779.13;779130;780433;6.90;10.44;11.80
779.133;779133;780436;6.90;10.44;11.80
779.136;779136;780439;6.90;10.44;11.80
779.139;779139;780442;6.90;10.44;11.80
779.143;779143;780446;7.00;10.44;11.80
779.146;779146;780449;6.90;10.44;11.80
779.149;779149;780452;6.90;10.44;11.80
779.152;779152;780455;6.90;10.44;11.80
779.157;779157;780460;6.90;10.44;11.80
779.16;779160;780463;6.90;10.44;11.80
779.163;779163;780466;6.90;10.44;11.80
779.166;779166;780469;6.90;10.44;11.80
779.17;779170;780473;7.00;10.44;11.80
779.173;779173;780476;7.00;10.44;11.80
779.176;779176;780479;6.90;10.44;11.80
779.179;779179;780482;6.90;10.44;11.80
779.183;779183;780486;6.90;10.44;11.80
779.186;779186;780489;6.90;10.44;11.80
779.189;779189;780492;6.90;10.44;11.80
779.192;779192;780495;6.90;10.44;11.80
779.196;779196;780499;6.90;10.44;11.80
779.2;779200;780503;6.90;10.44;11.80
779.203;779203;780506;7.00;10.44;11.80
779.206;779206;780509;7.00;10.44;11.80
779.21;779210;780513;6.90;10.44;11.80
779.213;779213;780516;7.00;10.35;11.80
779.216;779216;780519;7.00;10.44;11.80
779.219;779219;780522;6.90;10.44;11.80
779.223;779223;780526;7.00;10.44;11.89
779.226;779226;780529;6.90;10.44;11.80
779.229;779229;780532;6.90;10.44;11.80
779.232;779232;780535;7.00;10.44;11.80
779.236;779236;780539;6.90;10.44;11.89
779.239;779239;780542;6.90;10.44;11.89
779.243;779243;780546;6.90;10.44;11.80
779.247;779247;780550;7.00;10.44;11.80
779.25;779250;780553;6.90;10.44;11.80
779.253;779253;780556;7.00;10.44;11.80
779.256;779256;780559;6.90;10.44;11.80
779.259;779259;780562;6.90;10.44;11.80
779.263;779263;780566;6.90;10.44;11.80
779.266;779266;780569;6.90;10.44;11.89
779.269;779269;780572;6.90;10.44;11.80
779.272;779272;780575;6.90;10.44;11.80
779.276;779276;780579;6.90;10.44;11.80
779.279;779279;780582;6.90;10.44;11.80
779.282;779282;780585;7.00;10.44;11.89
779.287;779287;780590;6.90;10.44;11.80
779.29;779290;780593;6.90;10.44;11.80
779.293;779293;780596;7.00;10.44;11.80
779.296;779296;780599;7.00;10.44;11.80
779.3;779300;780603;6.90;10.44;11.80
779.303;779303;780606;7.00;10.44;11.80
779.306;779306;780609;7.00;10.44;11.80
779.309;779309;780612;7.00;10.44;11.80
779.313;779313;780616;6.90;10.35;11.80
779.316;779316;780619;6.90;10.44;11.80
779.319;779319;780622;6.90;10.44;11.80
779.322;779322;780625;7.00;10.44;11.80
779.327;779327;780630;6.90;10.44;11.80
779.33;779330;780633;6.90;10.44;11.80
779.333;779333;780636;7.00;10.44;11.80
779.336;779336;780639;6.90;10.44;11.80
779.34;779340;780643;7.00;10.44;11.80
779.343;779343;780646;6.90;10.44;11.80
779.346;779346;780649;6.90;10.44;11.80
779.349;779349;780652;6.90;10.44;11.89
779.353;779353;780656;6.90;10.44;11.80
779.356;779356;780659;7.00;10.44;11.80
779.359;779359;780662;7.00;10.44;11.80
779.362;779362;780665;6.90;10.44;11.80
779.366;779366;780669;6.90;10.44;11.80
779.37;779370;780673;7.00;10.44;11.80
779.373;779373;780676;7.00;10.44;11.89
779.376;779376;780679;6.90;10.44;11.80
779.38;779380;780683;6.90;10.44;11.80
779.383;779383;780686;7.00;10.44;11.80
779.386;779386;780689;7.00;10.44;11.80
779.389;779389;780692;6.90;10.44;11.80
779.393;779393;780696;6.90;10.44;11.80
779.396;779396;780699;7.00;10.44;11.80
779.399;779399;780702;6.90;10.44;11.80
779.402;779402;780705;6.90;10.44;11.80
779.406;779406;780709;6.90;10.44;11.80
779.409;779409;780712;6.90;10.44;11.80
779.413;779413;780716;7.00;10.44;11.80
779.417;779417;780720;6.90;10.44;11.80
779.42;779420;780723;6.90;10.44;11.80
779.423;779423;780726;7.00;10.44;11.80
779.426;779426;780729;7.00;10.44;11.80
779.429;779429;780732;6.90;10.44;11.80
779.433;779433;780736;6.90;10.44;11.80
779.436;779436;780739;6.90;10.44;11.80
779.439;779439;780742;6.90;10.44;11.80
779.442;779442;780745;7.00;10.44;11.80
779.446;779446;780749;7.00;10.44;11.80
779.449;779449;780752;6.90;10.44;11.80
779.452;779452;780755;7.00;10.44;11.80
779.457;779457;780760;7.00;10.44;11.80
779.46;779460;780763;6.90;10.44;11.80
779.463;779463;780766;6.90;10.44;11.80
779.466;779466;780769;6.90;10.44;11.80
779.47;779470;780773;7.00;10.44;11.80
779.473;779473;780776;7.00;10.44;11.80
779.476;779476;780779;7.00;10.44;11.80
779.479;779479;780782;6.90;10.44;11.80
779.483;779483;780786;6.90;10.44;11.80
779.486;779486;780789;7.00;10.44;11.80
779.489;779489;780792;6.90;10.44;11.89
779.492;779492;780795;7.00;10.44;11.80
779.497;779497;780800;6.90;10.44;11.80
779.5;779500;780803;6.90;10.44;11.80
779.503;779503;780806;6.90;10.44;11.89
779.506;779506;780809;6.90;10.44;11.80
779.51;779510;780813;7.00;10.44;11.80
779.513;779513;780816;6.90;10.44;11.80
779.516;779516;780819;6.90;10.44;11.80
779.519;779519;780822;7.00;10.44;11.80
779.523;779523;780826;6.90;10.44;11.80
779.526;779526;780829;6.90;10.44;11.80
779.529;779529;780832;6.90;10.44;11.80
779.532;779532;780835;7.00;10.44;11.80
779.536;779536;780839;7.00;10.44;11.80
779.54;779540;780843;6.90;10.44;11.80
779.543;779543;780846;6.90;10.44;11.80
779.546;779546;780849;6.90;10.44;11.80
779.55;779550;780853;6.90;10.44;11.89
779.553;779553;780856;6.90;10.44;11.80
779.556;779556;780859;7.00;10.44;11.80
779.559;779559;780862;7.00;10.44;11.80
779.563;779563;780866;6.90;10.44;11.80
779.566;779566;780869;7.00;10.44;11.80
779.569;779569;780872;6.90;10.44;11.80
779.572;779572;780875;7.00;10.44;11.89
779.576;779576;780879;6.90;10.44;11.80
779.579;779579;780882;6.90;10.44;11.80
779.583;779583;780886;7.00;10.44;11.89
779.587;779587;780890;7.00;10.44;11.80
779.59;779590;780893;6.90;10.44;11.80
779.593;779593;780896;6.90;10.44;11.80
779.596;779596;780899;6.90;10.44;11.89
779.6;779600;780903;6.90;10.44;11.80
779.603;779603;780906;7.00;10.44;11.80
779.606;779606;780909;6.90;10.44;11.80
779.609;779609;780912;6.90;10.44;11.80
779.612;779612;780915;7.00;10.35;11.89
779.616;779616;780919;7.00;10.44;11.80
779.619;779619;780922;6.90;10.44;11.89
779.622;779622;780925;7.00;10.44;11.80
779.627;779627;780930;7.00;10.44;11.89
779.63;779630;780933;6.90;10.44;11.80
779.633;779633;780936;7.00;10.44;11.80
779.636;779636;780939;6.90;10.44;11.80
779.64;779640;780943;7.00;10.44;11.80
779.643;779643;780946;7.00;10.35;11.89
779.646;779646;780949;6.90;10.44;11.80
779.649;779649;780952;7.00;10.44;11.80
779.653;779653;780956;7.00;10.44;11.80
779.656;779656;780959;7.00;10.44;11.80
779.659;779659;780962;6.90;10.44;11.80
779.662;779662;780965;7.00;10.44;11.80
779.666;779666;780969;6.90;10.44;11.89
779.67;779670;780973;6.90;10.44;11.80
779.673;779673;780976;6.90;10.35;11.80
779.676;779676;780979;6.90;10.44;11.80
779.68;779680;780983;7.00;10.44;11.89
779.683;779683;780986;7.00;10.44;11.80
779.686;779686;780989;6.90;10.44;11.89
779.689;779689;780992;6.90;10.44;11.80
779.693;779693;780996;6.90;10.44;11.80
779.696;779696;780999;7.00;10.44;11.80
779.699;779699;781002;7.00;10.44;11.80
779.702;779702;781005;6.90;10.44;11.89
779.706;779706;781009;6.90;10.44;11.80
779.709;779709;781012;7.00;10.44;11.89
779.713;779713;781016;7.00;10.44;11.80
779.717;779717;781020;7.00;10.44;11.80
779.72;779720;781023;7.00;10.44;11.80
779.723;779723;781026;6.90;10.44;11.80
779.726;779726;781029;7.00;10.44;11.80
779.729;779729;781032;6.90;10.44;11.80
779.733;779733;781036;6.90;10.44;11.89
779.736;779736;781039;7.00;10.44;11.89
779.739;779739;781042;6.90;10.44;11.80
779.742;779742;781045;6.90;10.44;11.89
779.746;779746;781049;7.00;10.44;11.80
779.749;779749;781052;6.90;10.44;11.80
779.753;779753;781056;6.90;10.44;11.89
779.757;779757;781060;6.90;10.44;11.80
779.76;779760;781063;7.00;10.44;11.80
779.763;779763;781066;6.90;10.35;11.80
779.766;779766;781069;7.00;10.44;11.80
779.77;779770;781073;6.90;10.44;11.80
779.773;779773;781076;7.00;10.44;11.89
779.776;779776;781079;6.90;10.44;11.80
779.779;779779;781082;7.00;10.44;11.80
779.783;779783;781086;7.00;10.44;11.89
779.786;779786;781089;6.90;10.44;11.80
779.789;779789;781092;6.90;10.44;11.89
779.792;779792;781095;6.90;10.44;11.89
779.797;779797;781100;6.90;10.44;11.80
779.8;779800;781103;7.00;10.44;11.89
779.803;779803;781106;7.00;10.44;11.80
779.806;779806;781109;6.90;10.44;11.80
779.81;779810;781113;6.90;10.44;11.80
779.813;779813;781116;6.90;10.44;11.89
779.816;779816;781119;6.90;10.44;11.80
779.819;779819;781122;6.90;10.44;11.80
779.823;779823;781126;6.90;10.44;11.89
779.826;779826;781129;6.90;10.44;11.80
779.829;779829;781132;6.90;10.44;11.80
779.832;779832;781135;6.90;10.44;11.80
779.836;779836;781139;6.90;10.44;11.80
779.84;779840;781143;6.90;10.44;11.89
779.843;779843;781146;6.90;10.44;11.80
779.846;779846;781149;7.00;10.44;11.80
779.85;779850;781153;6.90;10.44;11.80
779.853;779853;781156;7.00;10.44;11.80
779.856;779856;781159;6.90;10.44;11.80
779.859;779859;781162;6.90;10.44;11.80
779.863;779863;781166;7.00;10.44;11.80
779.866;779866;781169;6.90;10.44;11.89
779.869;779869;781172;6.90;10.44;11.80
779.872;779872;781175;6.90;10.44;11.80
779.876;779876;781179;6.90;10.44;11.80
779.879;779879;781182;6.90;10.44;11.80
779.883;779883;781186;7.00;10.44;11.89
779.887;779887;781190;6.90;10.44;11.80
779.89;779890;781193;6.90;10.44;11.80
779.893;779893;781196;6.90;10.44;11.80
779.896;779896;781199;6.90;10.44;11.80
779.899;779899;781202;7.00;10.44;11.89
779.903;779903;781206;6.90;10.44;11.80
779.906;779906;781209;6.90;10.44;11.89
779.909;779909;781212;6.90;10.44;11.80
779.912;779912;781215;7.00;10.44;11.89
779.916;779916;781219;6.90;10.44;11.80
779.919;779919;781222;6.90;10.44;11.89
779.922;779922;781225;6.90;10.44;11.89
779.927;779927;781230;6.90;10.44;11.80
779.93;779930;781233;6.90;10.44;11.80
779.933;779933;781236;7.00;10.44;11.80
779.936;779936;781239;6.90;10.44;11.80
779.94;779940;781243;6.90;10.44;11.89
779.943;779943;781246;7.00;10.44;11.89
779.946;779946;781249;6.90;10.44;11.80
779.949;779949;781252;6.90;10.44;11.80
779.953;779953;781256;7.00;10.44;11.80
779.956;779956;781259;6.90;10.44;11.89
779.959;779959;781262;6.90;10.44;11.89
779.962;779962;781265;6.90;10.44;11.80
779.967;779967;781270;7.00;10.44;11.80
779.97;779970;781273;6.90;10.44;11.80
779.973;779973;781276;6.90;10.44;11.89
779.976;779976;781279;7.00;10.44;11.80
779.98;779980;781283;6.90;10.44;11.80
779.983;779983;781286;7.00;10.44;11.89
779.986;779986;781289;6.90;10.44;11.89
779.989;779989;781292;7.00;10.44;11.80
779.993;779993;781296;6.90;10.53;11.89
779.996;779996;781299;6.90;10.44;11.80
779.999;779999;781302;6.90;10.44;11.89
780.002;780002;781305;6.90;10.44;11.80
780.006;780006;781309;6.90;10.44;11.80
780.01;780010;781313;6.90;10.44;11.80
780.013;780013;781316;6.90;10.44;11.80
780.016;780016;781319;6.90;10.44;11.89
780.02;780020;781323;7.00;10.44;11.80
780.023;780023;781326;6.90;10.44;11.89
780.026;780026;781329;6.90;10.44;11.80
780.029;780029;781332;6.90;10.35;11.80
780.033;780033;781336;6.90;10.44;11.80
780.036;780036;781339;6.90;10.44;11.80
780.039;780039;781342;6.90;10.44;11.89
780.042;780042;781345;7.00;10.44;11.89
780.046;780046;781349;6.90;10.44;11.80
780.049;780049;781352;6.90;10.44;11.89
780.053;780053;781356;6.90;10.44;11.80
780.057;780057;781360;6.90;10.44;11.89
780.06;780060;781363;7.00;10.44;11.80
780.063;780063;781366;6.90;10.44;11.89
780.066;780066;781369;6.90;10.44;11.80
780.07;780070;781373;6.90;10.44;11.80
780.073;780073;781376;6.90;10.44;11.80
780.076;780076;781379;6.90;10.44;11.80
780.079;780079;781382;6.90;10.44;11.89
780.083;780083;781386;6.90;10.44;11.89
780.086;780086;781389;7.00;10.44;11.80
780.089;780089;781392;6.90;10.44;11.80
780.092;780092;781395;7.00;10.44;11.80
780.097;780097;781400;6.90;10.44;11.80
780.1;780100;781403;6.90;10.44;11.89
780.103;780103;781406;6.90;10.44;11.80
780.106;780106;781409;7.00;10.44;11.80
780.11;780110;781413;6.90;10.44;11.89
780.113;780113;781416;6.90;10.44;11.80
780.116;780116;781419;7.00;10.44;11.80
780.119;780119;781422;6.90;10.44;11.80
780.123;780123;781426;6.90;10.44;11.89
780.126;780126;781429;6.90;10.44;11.80
780.129;780129;781432;7.00;10.44;11.80
780.132;780132;781435;6.90;10.44;11.89
780.137;780137;781440;6.90;10.44;11.80
780.14;780140;781443;6.90;10.44;11.80
780.143;780143;781446;6.90;10.44;11.80
780.147;780147;781450;6.90;10.44;11.89
780.15;780150;781453;6.90;10.44;11.80
780.153;780153;781456;6.90;10.44;11.89
780.156;780156;781459;6.90;10.44;11.89
780.16;780160;781463;6.90;10.44;11.80
780.163;780163;781466;7.00;10.44;11.80
780.166;780166;781469;6.90;10.44;11.89
780.169;780169;781472;6.90;10.44;11.80
780.173;780173;781476;6.90;10.44;11.80
780.176;780176;781479;6.90;10.44;11.80
780.18;780180;781483;6.90;10.44;11.80
780.183;780183;781486;6.90;10.44;11.80
780.187;780187;781490;6.90;10.44;11.89
780.19;780190;781493;6.90;10.44;11.80
780.193;780193;781496;6.90;10.44;11.80
780.196;780196;781499;6.90;10.44;11.80
780.2;780200;781503;6.90;10.44;11.89
780.203;780203;781506;6.90;10.35;11.80
780.206;780206;781509;7.00;10.44;11.80
780.209;780209;781512;6.90;10.44;11.89
780.213;780213;781516;6.90;10.44;11.80
780.216;780216;781519;6.90;10.44;11.89
780.219;780219;781522;6.90;10.44;11.89
780.223;780223;781526;6.90;10.44;11.80
780.227;780227;781530;6.90;10.44;11.89
780.23;780230;781533;6.90;10.44;11.80
780.233;780233;781536;7.00;10.44;11.89
780.237;780237;781540;6.90;10.44;11.89
780.24;780240;781543;6.90;10.35;11.89
780.243;780243;781546;6.90;10.44;11.80
780.246;780246;781549;6.90;10.44;11.80
780.25;780250;781553;7.00;10.44;11.80
780.253;780253;781556;7.00;10.44;11.89
780.256;780256;781559;6.90;10.44;11.80
780.259;780259;781562;6.90;10.44;11.80
780.263;780263;781566;6.90;10.44;11.80
780.267;780267;781570;7.00;10.44;11.80
780.27;780270;781573;6.90;10.44;11.89
780.273;780273;781576;6.90;10.44;11.80
780.277;780277;781580;6.90;10.44;11.89
780.28;780280;781583;7.00;10.44;11.80
780.283;780283;781586;6.90;10.44;11.80
780.286;780286;781589;6.90;10.44;11.80
780.29;780290;781593;6.90;10.44;11.80
780.293;780293;781596;7.00;10.44;11.80
780.296;780296;781599;6.90;10.44;11.80
780.299;780299;781602;6.90;10.44;11.89
780.303;780303;781606;6.90;10.44;11.80
780.306;780306;781609;6.90;10.44;11.80
780.31;780310;781613;6.90;10.44;11.80
780.314;780314;781617;6.90;10.44;11.80
780.317;780317;781620;6.90;10.44;11.80
780.32;780320;781623;6.90;10.44;11.89
780.323;780323;781626;6.90;10.44;11.80
780.326;780326;781629;6.90;10.44;11.89
780.33;780330;781633;6.90;10.44;11.89
780.333;780333;781636;6.90;10.44;11.80
780.336;780336;781639;6.90;10.44;11.80
780.339;780339;781642;7.00;10.44;11.80
780.343;780343;781646;7.00;10.44;11.80
780.346;780346;781649;6.90;10.44;11.80
780.349;780349;781652;6.90;10.44;11.89
780.354;780354;781657;6.90;10.44;11.80
780.357;780357;781660;6.90;10.44;11.80
780.36;780360;781663;6.90;10.44;11.89
780.363;780363;781666;6.90;10.44;11.89
780.367;780367;781670;6.90;10.44;11.89
780.37;780370;781673;6.90;10.44;11.80
780.373;780373;781676;6.90;10.44;11.80
780.376;780376;781679;7.00;10.44;11.80
780.38;780380;781683;6.90;10.44;11.89
780.383;780383;781686;6.90;10.44;11.80
780.386;780386;781689;6.90;10.44;11.80
780.389;780389;781692;6.90;10.44;11.89
780.394;780394;781697;6.90;10.44;11.80
780.397;780397;781700;6.90;10.44;11.89
780.4;780400;781703;7.00;10.44;11.80
780.403;780403;781706;6.90;10.44;11.89
780.407;780407;781710;6.90;10.44;11.89
780.41;780410;781713;6.90;10.44;11.89
780.413;780413;781716;6.90;10.44;11.80
780.416;780416;781719;6.90;10.44;11.80
780.42;780420;781723;6.90;10.44;11.89
780.423;780423;781726;6.90;10.44;11.80
780.426;780426;781729;6.90;10.44;11.80
780.429;780429;781732;6.90;10.44;11.80
780.433;780433;781736;6.90;10.44;11.89
780.437;780437;781740;6.90;10.44;11.80
780.44;780440;781743;6.90;10.44;11.80
780.443;780443;781746;6.90;10.44;11.80
780.447;780447;781750;6.90;10.44;11.80
780.45;780450;781753;6.90;10.44;11.89
780.453;780453;781756;6.90;10.44;11.80
780.456;780456;781759;6.90;10.44;11.89
780.46;780460;781763;7.00;10.44;11.80
780.463;780463;781766;6.90;10.44;11.89
780.466;780466;781769;7.00;10.44;11.80
780.469;780469;781772;6.90;10.44;11.80
780.473;780473;781776;6.90;10.44;11.89
780.476;780476;781779;6.90;10.44;11.80
780.48;780480;781783;6.90;10.44;11.89
780.484;780484;781787;6.90;10.44;11.89
780.487;780487;781790;6.90;10.44;11.89
780.49;780490;781793;6.90;10.44;11.89
780.493;780493;781796;6.90;10.44;11.80
780.496;780496;781799;6.90;10.44;11.80
780.5;780500;781803;7.00;10.44;11.80
780.503;780503;781806;6.90;10.44;11.89
780.506;780506;781809;6.90;10.44;11.80
780.509;780509;781812;6.90;10.44;11.89
780.513;780513;781816;6.90;10.44;11.80
780.516;780516;781819;6.90;10.44;11.89
780.519;780519;781822;6.90;10.44;11.80
780.524;780524;781827;6.90;10.44;11.80
780.527;780527;781830;6.90;10.44;11.80
780.53;780530;781833;6.90;10.44;11.80
780.533;780533;781836;6.90;10.44;11.80
780.537;780537;781840;6.90;10.44;11.80
780.54;780540;781843;6.90;10.44;11.80
780.543;780543;781846;6.90;10.44;11.80
780.546;780546;781849;6.90;10.44;11.80
780.55;780550;781853;6.90;10.44;11.80
780.553;780553;781856;6.90;10.44;11.89
780.556;780556;781859;6.90;10.44;11.89
780.559;780559;781862;6.90;10.44;11.80
780.564;780564;781867;6.90;10.44;11.80
780.567;780567;781870;6.90;10.44;11.89
780.57;780570;781873;6.90;10.44;11.89
780.573;780573;781876;6.90;10.44;11.89
780.577;780577;781880;6.90;10.44;11.89
780.58;780580;781883;6.90;10.44;11.80
780.583;780583;781886;6.90;10.44;11.89
780.586;780586;781889;6.90;10.44;11.80
780.59;780590;781893;6.90;10.44;11.80
780.593;780593;781896;6.90;10.44;11.89
780.596;780596;781899;6.90;10.44;11.80
780.599;780599;781902;6.90;10.44;11.89
780.603;780603;781906;6.90;10.44;11.89
780.607;780607;781910;6.90;10.44;11.80
780.61;780610;781913;6.90;10.44;11.80
780.613;780613;781916;6.90;10.44;11.89
780.617;780617;781920;6.90;10.44;11.80
780.62;780620;781923;6.90;10.44;11.89
780.623;780623;781926;6.90;10.44;11.80
780.626;780626;781929;6.90;10.44;11.80
780.63;780630;781933;6.90;10.44;11.89
780.633;780633;781936;6.90;10.44;11.80
780.636;780636;781939;6.90;10.44;11.89
780.639;780639;781942;6.90;10.35;11.80
780.643;780643;781946;6.90;10.44;11.80
780.646;780646;781949;6.90;10.44;11.80
780.65;780650;781953;6.90;10.44;11.80
780.654;780654;781957;6.90;10.44;11.89
780.657;780657;781960;6.90;10.44;11.89
780.66;780660;781963;6.90;10.44;11.89
780.663;780663;781966;6.90;10.44;11.89
780.667;780667;781970;6.90;10.44;11.89
780.67;780670;781973;6.90;10.44;11.89
780.673;780673;781976;6.90;10.44;11.89
